I_in,Q_in,I_out,Q_out,I_out_ideal,Q_out_ideal
-0.15929446,0.05585564,-0.70965326,0.05649242,-1.59294464,0.55855636
0.02531501,0.08690905,-0.70965266,0.05656079,0.25315013,0.86909048
0.21389935,0.10601785,-0.70971334,0.05672812,2.13899353,1.06017854
0.36181264,0.10600161,-0.70974773,0.05694364,3.61812639,1.06001606
0.43673669,0.08688378,-0.70970130,0.05709318,4.36736689,0.86883785
0.42732095,0.05448944,-0.70959848,0.05708549,4.27320951,0.54489440
0.34458335,0.01747724,-0.70951533,0.05692528,3.44583345,0.17477237
0.21605089,-0.01599642,-0.70950770,0.05669730,2.16050885,-0.15996418
0.07514789,-0.04078242,-0.70957214,0.05651554,0.75147892,-0.40782425
-0.05011697,-0.05562566,-0.70964462,0.05641228,-0.50116965,-0.55625657
-0.14508733,-0.06230510,-0.70966047,0.05632310,-1.45087329,-0.62305098
-0.21040311,-0.06356463,-0.70961362,0.05618490,-2.10403109,-0.63564625
-0.25771083,-0.06080754,-0.70954651,0.05599382,-2.57710828,-0.60807536
-0.30128920,-0.05258724,-0.70951355,0.05581691,-3.01289199,-0.52587241
-0.34924968,-0.03459780,-0.70952046,0.05574105,-3.49249676,-0.34597796
-0.39804721,-0.00127635,-0.70951509,0.05581350,-3.98047206,-0.01276348
-0.43266060,0.05150963,-0.70942569,0.05598033,-4.32660599,0.51509628
-0.43250375,0.12367492,-0.70923024,0.05612198,-4.32503745,1.23674917
-0.38078511,0.20912502,-0.70901710,0.05620896,-3.80785110,2.09125017
-0.27354192,0.29577816,-0.70889688,0.05630000,-2.73541923,2.95778162
-0.12452287,0.36764067,-0.70892704,0.05645694,-1.24522870,3.67640673
0.03646984,0.40849020,-0.70905304,0.05666864,0.36469841,4.08490202
0.17174891,0.40615772,-0.70916969,0.05685054,1.71748909,4.06157720
0.24787495,0.35614560,-0.70920366,0.05692274,2.47874954,3.56145602
0.24753734,0.26346273,-0.70915961,0.05687518,2.47537341,2.63462731
0.17679104,0.14205578,-0.70910931,0.05676317,1.76791044,1.42055779
0.06469494,0.01191307,-0.70912230,0.05667411,0.64694938,0.11913073
-0.04502455,-0.10540389,-0.70920432,0.05664182,-0.45024549,-1.05403893
-0.10783769,-0.19159474,-0.70930374,0.05662398,-1.07837688,-1.91594735
-0.09329650,-0.23552354,-0.70935470,0.05654866,-0.93296501,-2.35523535
0.00410856,-0.23518551,-0.70932704,0.05640819,0.04108562,-2.35185508
0.16196269,-0.19730574,-0.70925039,0.05629728,1.61962692,-1.97305739
0.33608197,-0.13481639,-0.70917302,0.05635292,3.36081974,-1.34816386
0.47401333,-0.06303479,-0.70911437,0.05665067,4.74013326,-0.63034789
0.53157440,0.00432597,-0.70906723,0.05711150,5.31574397,0.04325974
0.48704884,0.05821748,-0.70901990,0.05751822,4.87048844,0.58217481
0.34838133,0.09563961,-0.70895118,0.05769632,3.48381329,0.95639606
0.15101201,0.11913996,-0.70889086,0.05761100,1.51012008,1.19139961
-0.05292771,0.13478078,-0.70887870,0.05739276,-0.52927708,1.34780777
-0.21051398,0.14933564,-0.70891011,0.05722134,-2.10513977,1.49335635
-0.28386633,0.16762995,-0.70894635,0.05719818,-2.83866335,1.67629951
-0.26088479,0.19080666,-0.70894104,0.05725912,-2.60884790,1.90806662
-0.15763802,0.21594560,-0.70890158,0.05726288,-1.57638017,2.15945596
-0.01196538,0.23701766,-0.70888126,0.05712080,-0.11965382,2.37017661
0.12927515,0.24675821,-0.70893747,0.05686468,1.29275145,2.46758207
0.22492109,0.23881508,-0.70906442,0.05661898,2.24921090,2.38815076
0.25136722,0.20952057,-0.70919758,0.05649436,2.51367222,2.09520572
0.20796042,0.15883171,-0.70926923,0.05649470,2.07960423,1.58831713
0.11466243,0.09029559,-0.70926082,0.05653336,1.14662431,0.90295586
0.00336502,0.01021084,-0.70923680,0.05650945,0.03365023,0.10210836
-0.09372646,-0.07363321,-0.70929784,0.05639892,-0.93726458,-0.73633214
-0.15447981,-0.15321216,-0.70948160,0.05626936,-1.54479810,-1.53212163
-0.17256473,-0.22120426,-0.70972514,0.05621478,-1.72564734,-2.21204264
-0.15697627,-0.27151163,-0.70989698,0.05628658,-1.56976275,-2.71511627
-0.12611495,-0.29948269,-0.70988250,0.05646808,-1.26114951,-2.99482688
-0.09908478,-0.30207961,-0.70968997,0.05669370,-0.99084779,-3.02079605
-0.08770256,-0.27821513,-0.70941967,0.05693426,-0.87702564,-2.78215128
-0.09222781,-0.22932605,-0.70919150,0.05719464,-0.92227811,-2.29326046
-0.10225544,-0.16002104,-0.70906842,0.05748829,-1.02255443,-1.60021040
-0.10217749,-0.07844315,-0.70904505,0.05776536,-1.02177492,-0.78443152
-0.07887749,0.00407787,-0.70906377,0.05793758,-0.78877494,0.04077867
-0.02850439,0.07438208,-0.70909113,0.05793468,-0.28504388,0.74382081
0.04044155,0.11983944,-0.70914871,0.05775191,0.40441549,1.19839441
0.10905640,0.13131341,-0.70926535,0.05747852,1.09056396,1.31313415
0.15444152,0.10598073,-0.70944440,0.05723804,1.54441522,1.05980731
0.15829552,0.04910279,-0.70961875,0.05711897,1.58295518,0.49102793
0.11453719,-0.02602694,-0.70970821,0.05711480,1.14537190,-0.26026940
0.03307686,-0.10031400,-0.70968306,0.05715747,0.33076861,-1.00313997
-0.06183702,-0.15300957,-0.70959496,0.05718862,-0.61837021,-1.53009569
-0.13838881,-0.16687536,-0.70953834,0.05720659,-1.38388815,-1.66875359
-0.16699050,-0.13302624,-0.70957553,0.05724534,-1.66990500,-1.33026242
-0.12993427,-0.05402964,-0.70968729,0.05731056,-1.29934273,-0.54029636
-0.02773969,0.05580738,-0.70979130,0.05734684,-0.27739689,0.55807380
0.11990587,0.17331172,-0.70981342,0.05727410,1.19905872,1.73311716
0.27897000,0.27192933,-0.70974946,0.05706499,2.78970005,2.71929332
0.41018722,0.32846318,-0.70966113,0.05679226,4.10187218,3.28463176
0.47967391,0.32924545,-0.70961642,0.05658933,4.79673907,3.29245455
0.46787575,0.27398344,-0.70963675,0.05654786,4.67875750,2.73983439
0.37430365,0.17610919,-0.70967746,0.05664676,3.74303652,1.76109195
0.21690025,0.05943523,-0.70967615,0.05675974,2.16900248,0.59435233
0.02653884,-0.04801232,-0.70960695,0.05677415,0.26538843,-0.48012322
-0.16145148,-0.12127089,-0.70949703,0.05670186,-1.61451475,-1.21270894
-0.31613311,-0.14477388,-0.70940697,0.05664594,-3.16133115,-1.44773877
-0.41771674,-0.11595786,-0.70936686,0.05672476,-4.17716739,-1.15957856
-0.46062586,-0.04518306,-0.70936328,0.05695212,-4.60625857,-0.45183062
-0.45250881,0.04788072,-0.70936251,0.05721359,-4.52508813,0.47880720
-0.41003193,0.14019117,-0.70935762,0.05736230,-4.10031927,1.40191167
-0.35307308,0.21171425,-0.70937866,0.05733266,-3.53073077,2.11714248
-0.29912764,0.25030829,-0.70944971,0.05720617,-2.99127645,2.50308288
-0.25937020,0.25373239,-0.70955282,0.05714630,-2.59370201,2.53732392
-0.23709306,0.22839675,-0.70963091,0.05726350,-2.37093056,2.28396747
-0.22845417,0.18556823,-0.70962483,0.05752513,-2.28454167,1.85568228
-0.22486836,0.13657026,-0.70953178,0.05777726,-2.24868356,1.36570259
-0.21610949,0.08879066,-0.70941722,0.05786932,-2.16109495,0.88790662
-0.19325621,0.04394236,-0.70937037,0.05776752,-1.93256207,0.43942356
-0.15089447,-0.00086156,-0.70942968,0.05755982,-1.50894471,-0.00861562
-0.08832585,-0.04974406,-0.70954454,0.05738016,-0.88325851,-0.49744059
-0.00978687,-0.10384145,-0.70961910,0.05730602,-0.09786868,-1.03841455
0.07619215,-0.15804196,-0.70959729,0.05731644,0.76192151,-1.58041958
0.15814176,-0.20022655,-0.70951051,0.05733316,1.58141757,-2.00226548
0.22357981,-0.21368220,-0.70945513,0.05731360,2.23579811,-2.13682195
0.26132036,-0.18218484,-0.70950758,0.05728020,2.61320359,-1.82184841
0.26385148,-0.09618384,-0.70965803,0.05728512,2.63851479,-0.96183840
0.22931512,0.04205261,-0.70980990,0.05734167,2.29315120,0.42052615
0.16253706,0.21632090,-0.70986080,0.05742012,1.62537059,2.16320897
0.07463748,0.39852378,-0.70979112,0.05747736,0.74637480,3.98523779
-0.01895508,0.55468998,-0.70966488,0.05751515,-0.18955078,5.54689980
-0.10181130,0.65345510,-0.70958626,0.05757244,-1.01811298,6.53455103
-0.16038106,0.67457647,-0.70961416,0.05769017,-1.60381058,6.74576474
-0.18738267,0.61489040,-0.70971912,0.05786788,-1.87382673,6.14890404
-0.18363757,0.48978670,-0.70982057,0.05802840,-1.83637570,4.89786701
-0.15765478,0.32958137,-0.70984471,0.05808254,-1.57654777,3.29581374
-0.12292762,0.17170875,-0.70978069,0.05799254,-1.22927615,1.71708748
-0.09365282,0.05093851,-0.70969409,0.05780271,-0.93652825,0.50938510
-0.08016212,-0.00956181,-0.70964813,0.05762498,-0.80162123,-0.09561813
-0.08554468,-0.00375268,-0.70965475,0.05752064,-0.85544682,-0.03752676
-0.10463438,0.05668607,-0.70966184,0.05746626,-1.04634382,0.56686066
-0.12580557,0.14672107,-0.70963305,0.05738176,-1.25805570,1.46721070
-0.13509083,0.23583250,-0.70957696,0.05722201,-1.35090835,2.35832495
-0.12131557,0.29693032,-0.70953941,0.05704300,-1.21315574,2.96930322
-0.08052861,0.31365641,-0.70955682,0.05695618,-0.80528606,3.13656410
-0.01816143,0.28402260,-0.70960486,0.05702864,-0.18161433,2.84022598
0.05195339,0.21955219,-0.70961851,0.05722284,0.51953392,2.19552190
0.11154711,0.14050485,-0.70955050,0.05742012,1.11547107,1.40504847
0.14368564,0.06891979,-0.70942181,0.05751750,1.43685643,0.68919788
0.13850494,0.02175874,-0.70931143,0.05749608,1.38504936,0.21758738
0.09699637,0.00623067,-0.70930207,0.05741430,0.96996375,0.06230665
0.03149062,0.01854471,-0.70940727,0.05734488,0.31490621,0.18544715
-0.03748378,0.04617412,-0.70957392,0.05729668,-0.37483777,0.46174120
-0.08712508,0.07261649,-0.70971119,0.05719810,-0.87125077,0.72616486
-0.09930081,0.08294997,-0.70975584,0.05697440,-0.99300809,0.82949967
-0.06636475,0.06839592,-0.70970672,0.05665946,-0.66364752,0.68395921
0.00599820,0.02858245,-0.70960206,0.05640701,0.05998203,0.28582445
0.09986382,-0.02895019,-0.70947349,0.05638489,0.99863820,-0.28950191
0.18986993,-0.09156141,-0.70932072,0.05663758,1.89869925,-0.91561411
0.25037151,-0.14554255,-0.70914757,0.05704452,2.50371512,-1.45542550
0.26287518,-0.18004368,-0.70898181,0.05741411,2.62875181,-1.80043682
0.22158527,-0.18978735,-0.70887703,0.05759330,2.21585272,-1.89787352
0.13544383,-0.17599210,-0.70888758,0.05756416,1.35443828,-1.75992097
0.02606214,-0.14554823,-0.70900774,0.05743966,0.26062141,-1.45548226
-0.07788739,-0.10897490,-0.70916432,0.05736304,-0.77887395,-1.08974900
-0.14826791,-0.07790094,-0.70926362,0.05739014,-1.48267912,-0.77900937
-0.16499056,-0.06273576,-0.70925862,0.05746056,-1.64990558,-0.62735759
-0.12143634,-0.07092850,-0.70918655,0.05746313,-1.21436337,-0.70928502
-0.02638746,-0.10590861,-0.70913696,0.05735012,-0.26387459,-1.05908611
0.09797786,-0.16660235,-0.70918280,0.05718012,0.97977863,-1.66602354
0.22144601,-0.24739337,-0.70930511,0.05706214,2.21446009,-2.47393367
0.31307441,-0.33850954,-0.70941776,0.05705348,3.13074409,-3.38509541
0.34860265,-0.42696399,-0.70943850,0.05711442,3.48602650,-4.26963986
0.31617220,-0.49822518,-0.70936757,0.05715211,3.16172198,-4.98225182
0.21903600,-0.53865853,-0.70929402,0.05710578,2.19036001,-5.38658533
0.07470431,-0.53848003,-0.70932019,0.05698846,0.74704309,-5.38480031
-0.08917213,-0.49460406,-0.70947450,0.05686608,-0.89172135,-4.94604064
-0.24113668,-0.41252168,-0.70968169,0.05679038,-2.41136684,-4.12521681
-0.35296196,-0.30637011,-0.70981729,0.05676386,-3.52961962,-3.06370109
-0.40575797,-0.19671881,-0.70980722,0.05677029,-4.05757966,-1.96718807
-0.39378624,-0.10623912,-0.70967698,0.05681060,-3.93786238,-1.06239123
-0.32517651,-0.05415408,-0.70952219,0.05691880,-3.25176510,-0.54154083
-0.21947726,-0.05092423,-0.70942843,0.05712450,-2.19477264,-0.50924231
-0.10271116,-0.09478148,-0.70941681,0.05739962,-1.02711157,-0.94781484
-0.00117975,-0.17136011,-0.70942873,0.05761457,-0.01179750,-1.71360108
0.06446803,-0.25685131,-0.70940000,0.05765239,0.64468026,-2.56851312
0.08349306,-0.32405552,-0.70933646,0.05746112,0.83493061,-3.24055523
0.05669617,-0.34975764,-0.70928490,0.05712006,0.56696166,-3.49757638
-0.00483251,-0.32133124,-0.70930630,0.05678506,-0.04832510,-3.21331236
-0.08334163,-0.24059070,-0.70940030,0.05657709,-0.83341635,-2.40590702
-0.15931570,-0.12365658,-0.70951831,0.05650143,-1.59315700,-1.23656580
-0.21625150,0.00323312,-0.70959771,0.05647568,-2.16251496,0.03233120
-0.24405260,0.11080649,-0.70961624,0.05641438,-2.44052596,1.10806490
-0.24027715,0.17468597,-0.70959389,0.05632145,-2.40277150,1.74685970
-0.20918199,0.18184872,-0.70957083,0.05628023,-2.09181990,1.81848723
-0.15919398,0.13376381,-0.70955211,0.05637732,-1.59193980,1.33763812
-0.09987832,0.04538238,-0.70950699,0.05660664,-0.99878323,0.45382377
-0.03951543,-0.05957170,-0.70940286,0.05686335,-0.39515431,-0.59571697
0.01596711,-0.15546345,-0.70924538,0.05702823,0.15967109,-1.55463451
0.06259428,-0.22163499,-0.70910805,0.05706558,0.62594277,-2.21634985
0.09702005,-0.24730687,-0.70905554,0.05705332,0.97020052,-2.47306865
0.11524575,-0.23322045,-0.70910549,0.05710359,1.15245746,-2.33220453
0.11234584,-0.18984784,-0.70920736,0.05724935,1.12345845,-1.89847837
0.08372188,-0.13307401,-0.70927989,0.05740572,0.83721878,-1.33074015
0.02766775,-0.07895793,-0.70928538,0.05744718,0.27667750,-0.78957934
-0.05171315,-0.03929562,-0.70924646,0.05730538,-0.51713153,-0.39295621
-0.14263001,-0.01924284,-0.70922494,0.05704018,-1.42630006,-0.19242842
-0.22605002,-0.01741167,-0.70926678,0.05681570,-2.26050021,-0.17411668
-0.27907178,-0.02795994,-0.70937902,0.05674292,-2.79071781,-0.27959941
-0.28076760,-0.04356800,-0.70950723,0.05681736,-2.80767596,-0.43568000
-0.21895582,-0.05804706,-0.70959538,0.05691740,-2.18955825,-0.58047058
-0.09568712,-0.06766420,-0.70965201,0.05690994,-0.95687115,-0.67664204
0.07072583,-0.07093055,-0.70971537,0.05677498,0.70725829,-0.70930554
0.24845129,-0.06729856,-0.70981109,0.05661668,2.48451288,-0.67298560
0.39951400,-0.05566792,-0.70989275,0.05657196,3.99514003,-0.55667918
0.49005510,-0.03363174,-0.70989323,0.05669022,4.90055104,-0.33631742
0.50052698,0.00199470,-0.70978302,0.05690980,5.00526976,0.01994702
0.43254796,0.05346029,-0.70962167,0.05709920,4.32547963,0.53460293
0.30989699,0.11989415,-0.70949721,0.05716349,3.09896988,1.19894150
0.17280726,0.19569519,-0.70948797,0.05709614,1.72807262,1.95695193
0.06682793,0.27042739,-0.70961183,0.05697242,0.66827926,2.70427387
0.02938019,0.33062567,-0.70976681,0.05688087,0.29380186,3.30625671
0.07809365,0.36316902,-0.70982206,0.05684924,0.78093655,3.63169019
0.20468579,0.35919900,-0.70972294,0.05684976,2.04685792,3.59198995
0.37657189,0.31723104,-0.70953679,0.05684846,3.76571889,3.17231036
0.54602084,0.24427352,-0.70940179,0.05684406,5.46020843,2.44273522
0.66425164,0.15440058,-0.70942050,0.05684981,6.64251643,1.54400576
0.69619670,0.06510194,-0.70958453,0.05686118,6.96196699,0.65101942
0.63132090,-0.00746288,-0.70979309,0.05683302,6.31320900,-0.07462884
0.48703441,-0.05275348,-0.70994169,0.05671442,4.87034410,-0.52753484
0.30353491,-0.06825295,-0.71000350,0.05650488,3.03534910,-0.68252952
0.13163088,-0.05920836,-0.71001869,0.05628605,1.31630876,-0.59208357
0.01734540,-0.03587239,-0.71003902,0.05616440,0.17345403,-0.35872394
-0.01186538,-0.00930988,-0.71007621,0.05620767,-0.11865384,-0.09309879
0.04502559,0.01265009,-0.71008682,0.05638070,0.45025590,0.12650087
0.16305441,0.02780098,-0.71002162,0.05657036,1.63054413,0.27800983
0.29970076,0.03940591,-0.70987499,0.05668439,2.99700760,0.39405909
0.40846100,0.05360721,-0.70969802,0.05671104,4.08460996,0.53607209
0.45312073,0.07546515,-0.70955789,0.05671014,4.53120734,0.75465150
0.41819092,0.10527280,-0.70949304,0.05675750,4.18190923,1.05272803
0.31236531,0.13675770,-0.70948082,0.05684474,3.12365307,1.36757702
0.16424460,0.15811703,-0.70947254,0.05686286,1.64244603,1.58117034
0.01212960,0.15576685,-0.70944577,0.05670694,0.12129604,1.55766848
-0.10845404,0.11960092,-0.70940787,0.05638426,-1.08454036,1.19600919
-0.17528021,0.04785828,-0.70938778,0.05603186,-1.75280207,0.47858281
-0.18466970,-0.05032972,-0.70938706,0.05582845,-1.84669702,-0.50329718
-0.15011788,-0.15595463,-0.70937163,0.05586770,-1.50117878,-1.55954625
-0.09530760,-0.24475952,-0.70930070,0.05609370,-0.95307605,-2.44759520
-0.04439301,-0.29424152,-0.70917398,0.05635641,-0.44393010,-2.94241520
-0.01321223,-0.29085408,-0.70904118,0.05652179,-0.13212227,-2.90854080
-0.00452385,-0.23500430,-0.70897830,0.05657896,-0.04523846,-2.35004300
-0.00871714,-0.14202648,-0.70903707,0.05660086,-0.08717143,-1.42026477
-0.00935460,-0.03854723,-0.70918405,0.05664116,-0.09354601,-0.38547235
0.00885737,0.04485807,-0.70933110,0.05667679,0.08857375,0.44858071
0.05287482,0.08257755,-0.70940471,0.05662326,0.52874823,0.82577552
0.11768177,0.06172866,-0.70941144,0.05641902,1.17681774,0.61728660
0.18754465,-0.01364269,-0.70940155,0.05610943,1.87544651,-0.13642686
0.24157422,-0.12327222,-0.70940250,0.05586169,2.41574218,-1.23272225
0.26137278,-0.23612557,-0.70942497,0.05580858,2.61372780,-2.36125566
0.23778576,-0.31895619,-0.70941734,0.05598606,2.37785762,-3.18956190
0.17417091,-0.34541475,-0.70932376,0.05630085,1.74170911,-3.45414750
0.08497675,-0.30303937,-0.70915318,0.05659342,0.84976753,-3.03039371
-0.00975381,-0.19618021,-0.70898408,0.05676800,-0.09753812,-1.96180212
-0.09177082,-0.04421363,-0.70890063,0.05682503,-0.91770821,-0.44213626
-0.15099870,0.12415697,-0.70891064,0.05687163,-1.50998701,1.24156967
-0.18842778,0.27860287,-0.70895445,0.05699530,-1.88427779,2.78602867
-0.21440938,0.39451862,-0.70896018,0.05719142,-2.14409385,3.94518624
-0.24306094,0.45798672,-0.70891517,0.05739282,-2.43060942,4.57986721
-0.28503740,0.46726499,-0.70888937,0.05753256,-2.85037404,4.67264994
-0.34161086,0.43089851,-0.70893770,0.05758769,-3.41610855,4.30898514
-0.40254577,0.36359261,-0.70907587,0.05758269,-4.02545774,3.63592613
-0.44882142,0.28152368,-0.70923257,0.05755566,-4.48821416,2.81523684
-0.45937089,0.19866899,-0.70930040,0.05751588,-4.59370893,1.98668993
-0.41939316,0.12509863,-0.70920962,0.05744136,-4.19393161,1.25098628
-0.32707333,0.06727153,-0.70901334,0.05729794,-3.27073330,0.67271532
-0.19601515,0.02956906,-0.70885110,0.05709152,-1.96015149,0.29569061
-0.05219898,0.01588316,-0.70884192,0.05687048,-0.52198978,0.15883163
0.07371461,0.03018799,-0.70900059,0.05667494,0.73714610,0.30187988
0.15615284,0.07559254,-0.70923918,0.05648280,1.56152844,0.75592540
0.18303362,0.15215447,-0.70942414,0.05625503,1.83033622,1.52154466
0.15975898,0.25441101,-0.70947641,0.05599205,1.59758980,2.54411005
0.10727457,0.36987797,-0.70942193,0.05575743,1.07274570,3.69877971
0.05477814,0.47955410,-0.70934922,0.05564252,0.54778142,4.79554099
0.02959116,0.56081249,-0.70931542,0.05570738,0.29591163,5.60812488
0.04775249,0.59219665,-0.70934016,0.05589580,0.47752494,5.92196648
0.10865909,0.55888031,-0.70937079,0.05606128,1.08659086,5.58880310
0.19563903,0.45717797,-0.70938456,0.05606526,1.95639035,4.57177965
0.28221279,0.29665276,-0.70940918,0.05589520,2.82212793,2.96652762
0.34175135,0.09901940,-0.70947182,0.05567086,3.41751354,0.99019405
0.35702253,-0.10602827,-0.70957178,0.05554616,3.57022526,-1.06028273
0.32617451,-0.28702773,-0.70967066,0.05558057,3.26174512,-2.87027725
0.26302070,-0.41736883,-0.70971978,0.05571382,2.63020702,-4.17368827
0.19158087,-0.48060830,-0.70970041,0.05581128,1.91580873,-4.80608301
0.13693620,-0.47318252,-0.70965248,0.05578630,1.36936201,-4.73182519
0.11579782,-0.40400538,-0.70964330,0.05567356,1.15797825,-4.04005377
0.13027878,-0.29131762,-0.70969927,0.05558815,1.30278782,-2.91317620
0.16716489,-0.15785611,-0.70979559,0.05563124,1.67164893,-1.57856112
0.20294209,-0.02573787,-0.70986223,0.05580050,2.02942094,-0.25737869
0.21270755,0.08765711,-0.70983493,0.05597938,2.12707547,0.87657107
0.17965530,0.17198382,-0.70973802,0.05606229,1.79655298,1.71983816
0.10161480,0.22421927,-0.70964777,0.05605554,1.01614804,2.24219266
-0.00778927,0.24732238,-0.70962298,0.05604336,-0.07789273,2.47322381
-0.12379723,0.24800263,-0.70965779,0.05611398,-1.23797234,2.48002631
-0.21928073,0.23439017,-0.70968777,0.05626046,-2.19280728,2.34390170
-0.27437896,0.21420209,-0.70966285,0.05638550,-2.74378962,2.14202087
-0.28344227,0.19366732,-0.70960134,0.05637628,-2.83442269,1.93667320
-0.25671342,0.17715323,-0.70957434,0.05618199,-2.56713424,1.77153234
-0.21612344,0.16724312,-0.70964330,0.05587074,-2.16123440,1.67243122
-0.18675991,0.16498718,-0.70980150,0.05556818,-1.86759909,1.64987180
-0.18717535,0.17015412,-0.70997101,0.05535658,-1.87175349,1.70154117
-0.22214399,0.18146001,-0.71005845,0.05523734,-2.22143990,1.81460008
-0.28058205,0.19685345,-0.71002829,0.05514664,-2.80582047,1.96853446
-0.33944608,0.21393715,-0.70992899,0.05504431,-3.39446079,2.13937153
-0.37221630,0.23051196,-0.70982987,0.05496842,-3.72216296,2.30511956
-0.35887104,0.24509950,-0.70977759,0.05499630,-3.58871040,2.45099505
-0.29369339,0.25721840,-0.70975250,0.05517800,-2.93693387,2.57218397
-0.18803083,0.26721803,-0.70968777,0.05547844,-1.88030830,2.67218026
-0.06696793,0.27562656,-0.70955133,0.05578574,-0.66967930,2.75626561
0.03890724,0.28219205,-0.70938706,0.05598245,0.38907240,2.82192049
0.10367682,0.28499278,-0.70928162,0.05603282,1.03676816,2.84992775
0.11454809,0.28006529,-0.70928526,0.05598814,1.14548091,2.80065293
0.07558258,0.26188802,-0.70935690,0.05592631,0.75582576,2.61888023
0.00544445,0.22477955,-0.70940775,0.05588668,0.05444445,2.24779555
-0.06988450,0.16491269,-0.70934850,0.05586380,-0.69884504,1.64912686
-0.12664114,0.08234178,-0.70917809,0.05585619,-1.26641144,0.82341779
-0.15149721,-0.01767945,-0.70899785,0.05588298,-1.51497205,-0.17679447
-0.14543112,-0.12467965,-0.70892513,0.05597560,-1.45431119,-1.24679646
-0.12190776,-0.22447571,-0.70899934,0.05612718,-1.21907761,-2.24475706
-0.10019601,-0.30194117,-0.70916945,0.05626185,-1.00196005,-3.01941166
-0.09651634,-0.34433482,-0.70933890,0.05627294,-0.96516340,-3.44334816
-0.11655529,-0.34425321,-0.70943135,0.05611199,-1.16555288,-3.44253206
-0.15238425,-0.30133937,-0.70944589,0.05583904,-1.52384249,-3.01339368
-0.18515169,-0.22224193,-0.70943576,0.05559786,-1.85151693,-2.22241930
-0.19269269,-0.11885838,-0.70945352,0.05552610,-1.92692691,-1.18858379
-0.15924725,-0.00543001,-0.70950001,0.05566330,-1.59247251,-0.05430011
-0.08353793,0.10460220,-0.70953178,0.05591512,-0.83537929,1.04602198
0.01809703,0.20104281,-0.70950729,0.05614222,0.18097034,2.01042809
0.11511753,0.27804378,-0.70942539,0.05626532,1.15117526,2.78043780
0.17198377,0.33372690,-0.70931810,0.05633308,1.71983772,3.33726902
0.16021577,0.36872678,-0.70921701,0.05645836,1.60215771,3.68726784
0.06918916,0.38441991,-0.70912296,0.05669374,0.69189158,3.84419914
-0.08820719,0.38166434,-0.70902407,0.05697020,-0.88207189,3.81664343
-0.27730061,0.36060552,-0.70892704,0.05713592,-2.77300607,3.60605519
-0.45054269,0.32160955,-0.70888299,0.05707048,-4.50542694,3.21609554
-0.56094741,0.26685722,-0.70894390,0.05677852,-5.60947413,2.66857221
-0.57583610,0.20177964,-0.70911568,0.05639274,-5.75836103,2.01779638
-0.48650593,0.13548864,-0.70932299,0.05611004,-4.86505929,1.35488639
-0.31074891,0.07968089,-0.70946467,0.05602652,-3.10748913,0.79680890
-0.08747822,0.04606948,-0.70945954,0.05609577,-0.87478220,0.46069484
0.13473159,0.04301420,-0.70932561,0.05620862,1.34731592,0.43014201
0.31147583,0.07244751,-0.70916307,0.05629763,3.11475833,0.72447506
0.41436882,0.12825110,-0.70906126,0.05638031,4.14368819,1.28251105
0.43736565,0.19687574,-0.70904851,0.05650678,4.37365654,1.96875736
0.39594792,0.26031302,-0.70908529,0.05670764,3.95947924,2.60313016
0.31993679,0.30074189,-0.70911187,0.05692518,3.19936793,3.00741893
0.24269095,0.30555153,-0.70908111,0.05706693,2.42690951,3.05551533
0.19041353,0.27121129,-0.70902997,0.05707910,1.90413529,2.71211295
0.17496420,0.20471759,-0.70901710,0.05700084,1.74964202,2.04717593
0.19214079,0.12203511,-0.70906144,0.05693374,1.92140791,1.22035106
0.22541760,0.04385829,-0.70911634,0.05695505,2.25417603,0.43858294
0.25331808,-0.01013923,-0.70910031,0.05706020,2.53318082,-0.10139229
0.25756513,-0.02689808,-0.70898110,0.05716710,2.57565129,-0.26898085
0.22918863,-0.00374576,-0.70880991,0.05719662,2.29188630,-0.03745764
0.17077367,0.05079505,-0.70868599,0.05713881,1.70773672,0.50795050
0.09456674,0.11942944,-0.70868123,0.05705892,0.94566741,1.19429436
0.01762776,0.18104905,-0.70877826,0.05703542,0.17627764,1.81049046
-0.04389894,0.21677983,-0.70888865,0.05708758,-0.43898938,2.16779831
-0.07928723,0.21535903,-0.70892507,0.05717978,-0.79287232,2.15359027
-0.08514236,0.17629662,-0.70888638,0.05725136,-0.85142358,1.76296620
-0.06452772,0.10994392,-0.70883888,0.05728934,-0.64527716,1.09943925
-0.02420697,0.03450120,-0.70885551,0.05733806,-0.24206967,0.34501201
0.02848898,-0.02912927,-0.70893621,0.05743558,0.28488983,-0.29129265
0.08774176,-0.06315381,-0.70900762,0.05757820,0.87741764,-0.63153807
0.14952325,-0.05773419,-0.70900005,0.05769322,1.49523249,-0.57734188
0.21027207,-0.01357169,-0.70888978,0.05771854,2.10272066,-0.13571691
0.26496762,0.05839520,-0.70872408,0.05765950,2.64967616,0.58395202
0.30590551,0.13999237,-0.70857912,0.05758190,3.05905510,1.39992374
0.32316749,0.21061181,-0.70852786,0.05755887,3.23167491,2.10611810
0.30699161,0.25248948,-0.70854634,0.05760292,3.06991608,2.52489476
0.25132475,0.25508972,-0.70854890,0.05764684,2.51324750,2.55089719
0.15717856,0.21754013,-0.70847553,0.05761552,1.57178565,2.17540128
0.03430427,0.14861896,-0.70833707,0.05750776,0.34304274,1.48618958
-0.09978095,0.06443323,-0.70820665,0.05741568,-0.99780947,0.64433229
