I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
-0.26943955,0.11723062,-0.18879879,-0.13506690,-0.34407770,0.15255709
-0.36848943,0.01308807,-0.28048041,-0.16617854,-0.45758742,0.02883979
-0.44083445,-0.10207087,-0.41008371,-0.24357527,-0.54826504,-0.09274503
-0.46533012,-0.20673756,-0.52950424,-0.38072929,-0.58437264,-0.20442828
-0.42835080,-0.28107939,-0.55619299,-0.50690931,-0.54609365,-0.29801102
-0.32938843,-0.31213335,-0.46896812,-0.58272368,-0.42735439,-0.36867501
-0.18352988,-0.29692600,-0.26163256,-0.56800562,-0.23951636,-0.38202969
-0.01944002,-0.24252955,-0.03852302,-0.47209719,-0.01973003,-0.33053107
0.12716879,-0.16307293,0.11486971,-0.36341417,0.16152868,-0.23092951
0.22305744,-0.07477144,0.16026418,-0.28171593,0.27258005,-0.11234383
0.24724545,0.00924932,0.11184568,-0.22480267,0.30355964,-0.00413510
0.19793929,0.08245698,-0.01028917,-0.15800005,0.24113593,0.09998805
0.09411202,0.14544587,-0.15111041,-0.06790428,0.12250299,0.17966936
-0.02922210,0.20329744,-0.24963184,0.01942159,-0.02870825,0.23979671
-0.13100397,0.26080147,-0.28445911,0.07835436,-0.15380003,0.30207691
-0.17656151,0.31749885,-0.26780394,0.11679794,-0.20424282,0.37299839
-0.14865510,0.36474941,-0.22051296,0.11777242,-0.17078853,0.43120266
-0.05353084,0.38643723,-0.11460412,0.08894426,-0.06811755,0.45910033
0.08020349,0.36364618,0.01606016,0.03206455,0.07482585,0.43273734
0.20984934,0.28208630,0.14610760,-0.03958910,0.21391179,0.34412337
0.29169201,0.13978129,0.23097520,-0.15365176,0.31274374,0.19477053
0.29489134,-0.04795772,0.21155678,-0.34525919,0.31552933,-0.01031961
0.21179516,-0.24868338,0.08340749,-0.59042263,0.24093868,-0.23777206
0.06129310,-0.41897968,-0.13448958,-0.83218050,0.07771227,-0.43685302
-0.11603383,-0.51550740,-0.40612647,-0.91416281,-0.14908938,-0.55386200
-0.26962226,-0.50792190,-0.57853234,-0.82249957,-0.34393615,-0.53715619
-0.35394460,-0.38962809,-0.60740334,-0.59735507,-0.43001057,-0.41388945
-0.34219739,-0.18258842,-0.52237219,-0.35023317,-0.38578703,-0.21604126
-0.23441355,0.06603644,-0.40190563,-0.10466313,-0.25516325,0.03190643
-0.05750799,0.29517598,-0.26149327,0.10264853,-0.07057419,0.28456545
0.14268450,0.44623536,-0.03266037,0.21125697,0.16083152,0.47311562
0.31481153,0.47987951,0.16129848,0.17286225,0.39138762,0.50203451
0.41662501,0.38805294,0.27756092,0.03841217,0.50253780,0.38949968
0.42633419,0.19725844,0.31452468,-0.15258789,0.49015319,0.21339073
0.34737782,-0.03833848,0.22690314,-0.35955879,0.39083220,-0.01785194
0.20550844,-0.25227075,0.05745076,-0.53109455,0.23988686,-0.23825907
0.03956075,-0.38515018,-0.12916265,-0.62555957,0.06441919,-0.40294104
-0.11079581,-0.40219781,-0.32639843,-0.58735341,-0.11136407,-0.43234585
-0.21626108,-0.30346608,-0.44144267,-0.45479423,-0.22562362,-0.33840996
-0.26462352,-0.12347014,-0.51947308,-0.33160302,-0.26482631,-0.14994662
-0.26127866,0.07976655,-0.52183443,-0.21454749,-0.27076717,0.06077326
-0.22403042,0.24288733,-0.48267549,-0.10803270,-0.24575195,0.24341565
-0.17455799,0.31689398,-0.42517859,-0.04100245,-0.20817761,0.33653815
-0.12988901,0.28211607,-0.39242399,-0.03342842,-0.16661255,0.30338613
-0.09694918,0.15369500,-0.39205080,-0.09855317,-0.14595328,0.15007943
-0.07191335,-0.02414533,-0.41515109,-0.24260695,-0.11808099,-0.04114863
-0.04419124,-0.19314892,-0.38251352,-0.39506003,-0.07256668,-0.22583014
-0.00314710,-0.30048072,-0.33788759,-0.52817112,-0.01661132,-0.34833414
0.05530329,-0.31622821,-0.23567958,-0.58501190,0.05670868,-0.37280425
0.12492909,-0.24323410,-0.07033704,-0.50550061,0.15451648,-0.28189355
0.18980875,-0.11605107,0.09183897,-0.33655369,0.23888833,-0.13051500
0.22918068,0.01063036,0.18335129,-0.17653251,0.29203145,0.02338241
0.22473301,0.08028696,0.16320112,-0.12090402,0.28360975,0.09646477
0.16760702,0.05361482,0.02556338,-0.21433920,0.21922617,0.07399958
0.06247610,-0.07788270,-0.15124857,-0.44183755,0.09966106,-0.07335129
-0.07287381,-0.28817507,-0.27523983,-0.67061275,-0.04325008,-0.32341087
-0.21239740,-0.52402524,-0.45049179,-0.90120518,-0.25615122,-0.58656844
-0.32940873,-0.72094385,-0.47395596,-0.94349706,-0.48395505,-0.72665915
-0.40431508,-0.82262004,-0.45329365,-0.92535698,-0.61941285,-0.72903817
-0.42980492,-0.79764386,-0.47355133,-0.88545275,-0.64191151,-0.68993660
-0.41178169,-0.64833519,-0.51973385,-0.83961397,-0.56525745,-0.61691025
-0.36588754,-0.40915249,-0.52567595,-0.71507025,-0.43297973,-0.45488852
-0.31103979,-0.13555892,-0.48328227,-0.49617964,-0.31670438,-0.21251431
-0.26243011,0.11276635,-0.44971627,-0.25404066,-0.26889588,0.04945729
-0.22654796,0.28884706,-0.37613481,-0.02705671,-0.24821310,0.26351542
-0.19996088,0.37016588,-0.30897424,0.08992232,-0.22640078,0.38363567
-0.17213649,0.36191885,-0.28322083,0.08521907,-0.20860204,0.39524854
-0.13106883,0.29138954,-0.29052654,0.01293566,-0.18268925,0.31637708
-0.06943798,0.19599799,-0.27104485,-0.07240022,-0.12989319,0.20292455
0.01113625,0.10950382,-0.20963100,-0.13169223,-0.04634884,0.10964399
0.09943735,0.05115266,-0.09371290,-0.17875069,0.06547222,0.05594090
0.17790443,0.02122253,0.02185110,-0.24416250,0.16512249,0.03017553
0.22861642,0.00398628,0.11179751,-0.33961603,0.23748384,0.02675207
0.23978372,-0.02354858,0.16911671,-0.45713195,0.26327972,-0.00494885
0.21030588,-0.08069820,0.18491644,-0.56154907,0.24359829,-0.06337664
0.15064618,-0.17411345,0.17153925,-0.63769507,0.18552470,-0.17369537
0.07961780,-0.29397849,0.11006575,-0.69292623,0.11306732,-0.31994526
0.01817676,-0.41660716,-0.01454704,-0.77202809,0.03170074,-0.45900027
-0.01757844,-0.51228445,-0.14729919,-0.83934379,-0.03926839,-0.57728891
-0.02169508,-0.55535440,-0.26410639,-0.86549264,-0.07274077,-0.62926175
-0.00004309,-0.53286380,-0.32671687,-0.84479928,-0.04561948,-0.61131357
0.03222340,-0.44873242,-0.33954787,-0.73817050,0.02598140,-0.52751917
0.05650933,-0.32214137,-0.30532315,-0.54794616,0.08662485,-0.39673127
0.05783076,-0.18094885,-0.31581658,-0.39990729,0.10908346,-0.22455292
0.03054964,-0.05267655,-0.34776169,-0.30279246,0.07327656,-0.07278137
-0.01926047,0.04365141,-0.37483945,-0.19760616,0.01549387,0.03358413
-0.07566475,0.10201776,-0.39102781,-0.10486422,-0.06628880,0.10415437
-0.11828265,0.12894719,-0.38821775,-0.02184232,-0.12364320,0.13793551
-0.12936289,0.13863360,-0.36796081,0.03403152,-0.14618023,0.15160984
-0.10004228,0.14581402,-0.32362735,0.04250296,-0.12278711,0.16026847
-0.03362183,0.15925627,-0.24138500,0.02298643,-0.05709611,0.17649673
0.05524200,0.17833554,-0.12295861,0.00446470,0.03583031,0.20372050
0.14510130,0.19386737,0.01365238,0.01116620,0.13576998,0.23174500
0.21441846,0.19266721,0.12494107,0.06243690,0.21990720,0.23418003
0.24809383,0.16387610,0.18612674,0.10993917,0.26349593,0.21431979
0.24163525,0.10446147,0.18258248,0.10128231,0.26279439,0.14762033
0.20166962,0.02168924,0.12799571,-0.00529517,0.22199550,0.06093354
0.14280397,-0.06840929,0.05465256,-0.18314534,0.15771900,-0.04339657
0.08210381,-0.14597850,-0.00133432,-0.34894788,0.10035999,-0.13591613
0.03322695,-0.19378371,-0.01559455,-0.42917225,0.05111583,-0.20350039
0.00227841,-0.20271805,0.00386660,-0.40527835,0.01838578,-0.22418122
-0.01324828,-0.17434768,0.02702600,-0.31691903,-0.00292036,-0.19916193
-0.02223367,-0.11966812,0.00749588,-0.22486369,-0.01052137,-0.13829012
-0.03537597,-0.05473267,-0.07533964,-0.16599827,-0.03173538,-0.07559152
-0.06009148,0.00499610,-0.18855543,-0.15588313,-0.05897084,-0.00971474
-0.09678974,0.04929750,-0.26559851,-0.18903901,-0.10680335,0.04043029
-0.13789942,0.07507524,-0.27023074,-0.21540973,-0.15455663,0.06730102
-0.17000946,0.08492047,-0.21194124,-0.22128823,-0.20051002,0.07588416
-0.17837850,0.08324223,-0.13480465,-0.23197350,-0.21647903,0.07157428
-0.15224443,0.07191728,-0.09421574,-0.27473772,-0.18668550,0.06653066
-0.08910808,0.04765322,-0.09925680,-0.34974256,-0.11703176,0.04293112
0.00346346,0.00255521,-0.12363294,-0.43947729,-0.00701834,-0.00891165
0.10912103,-0.07200504,-0.10953132,-0.49599507,0.11967439,-0.07789618
0.20669643,-0.17964721,-0.06432651,-0.55986315,0.23808868,-0.19820153
0.27559945,-0.31383045,-0.02218991,-0.67234176,0.31704003,-0.36939773
0.30101240,-0.45582976,0.02222557,-0.80793130,0.31774786,-0.54629751
0.27739710,-0.57739153,0.02853278,-0.91395837,0.25685678,-0.68448145
0.20943289,-0.64788496,-0.02627556,-0.97023320,0.15518798,-0.75677032
0.11032810,-0.64391796,-0.11927859,-0.97049832,0.05332146,-0.74558977
-0.00179316,-0.55814540,-0.19093312,-0.87671041,-0.01965005,-0.64673508
-0.10826475,-0.40389940,-0.22252227,-0.69201082,-0.08559938,-0.47385413
-0.19379352,-0.21344817,-0.21865322,-0.51329601,-0.16214450,-0.26884767
-0.24900981,-0.02979711,-0.22219616,-0.38764769,-0.23384853,-0.07458741
-0.27127588,0.10573378,-0.21038616,-0.27969739,-0.28664058,0.06886409
-0.26391529,0.16623175,-0.17546856,-0.22308423,-0.29607893,0.14371571
-0.23440617,0.14789025,-0.14102036,-0.22193620,-0.27442143,0.12831628
-0.19221358,0.07148266,-0.11578941,-0.25684822,-0.23119529,0.04140085
-0.14683463,-0.02426609,-0.11153268,-0.32533884,-0.17796779,-0.06308631
-0.10638895,-0.09552254,-0.12129981,-0.39942685,-0.13087265,-0.13755622
-0.07682808,-0.10827202,-0.15962528,-0.43927947,-0.09199760,-0.14538398
-0.06165835,-0.05029622,-0.21669392,-0.40545115,-0.07349829,-0.07239111
-0.06201211,0.06402038,-0.24803679,-0.28894290,-0.08395595,0.05842862
-0.07693758,0.19796311,-0.22939454,-0.13607576,-0.10673228,0.20893844
-0.10384581,0.30468433,-0.22243740,-0.01191922,-0.13962491,0.33661930
-0.13909271,0.34340084,-0.23327528,0.03170649,-0.17938025,0.39131665
-0.17865363,0.29415938,-0.27564755,-0.02684602,-0.23153106,0.33319191
-0.21878594,0.16605277,-0.32445347,-0.15619522,-0.29369803,0.17807399
-0.25652084,-0.00415258,-0.35179940,-0.27058578,-0.33940562,-0.02507833
-0.28983237,-0.16284609,-0.39122379,-0.34626892,-0.37661721,-0.20396644
-0.31742424,-0.25652418,-0.44278187,-0.41104689,-0.41712261,-0.30122713
-0.33822856,-0.24938466,-0.48487481,-0.43977344,-0.43894554,-0.28962486
-0.35085916,-0.13574875,-0.50432849,-0.39788711,-0.43665311,-0.17374544
-0.35332714,0.05689645,-0.50888139,-0.24679706,-0.42588780,0.03188580
-0.34325502,0.27540874,-0.50215107,0.04697210,-0.41083153,0.28712553
-0.31862488,0.45677844,-0.43245345,0.32377654,-0.35123932,0.51414122
-0.27883446,0.54720273,-0.36194476,0.48341575,-0.27157820,0.63566399
-0.22562626,0.51838440,-0.34509933,0.48473457,-0.22916623,0.60709042
-0.16340542,0.37591387,-0.37327659,0.28184399,-0.21503918,0.43462993
-0.09862467,0.15718699,-0.37438864,-0.04500710,-0.17829870,0.17184442
-0.03825505,-0.08029862,-0.29886660,-0.35189059,-0.09157845,-0.09113713
0.01223878,-0.27637249,-0.12449639,-0.49429169,-0.01392765,-0.31240067
0.05070475,-0.38573129,-0.01606897,-0.56683016,0.02771763,-0.44681910
0.07912930,-0.39012852,0.09319491,-0.51537752,0.06734234,-0.45921716
0.10298134,-0.30167174,0.15247285,-0.39658296,0.12838334,-0.35829590
0.12908215,-0.15668205,0.13298707,-0.30764577,0.17888043,-0.17595411
0.16259625,-0.00261624,0.07262252,-0.21777581,0.21420926,0.00770248
0.20418116,0.11736086,0.09074143,-0.13548300,0.25939729,0.15232735
0.24843430,0.17708708,0.14781255,-0.07450052,0.31194822,0.22326876
0.28445176,0.17353907,0.22173195,-0.05323737,0.35089450,0.22319930
0.29863456,0.12494529,0.25332522,-0.07116354,0.35659658,0.17407767
0.27906224,0.06216417,0.20346512,-0.10930365,0.32648357,0.11630676
0.22009059,0.01674312,0.07475582,-0.15540193,0.25214388,0.07087839
0.12558343,0.00991236,-0.08768060,-0.17670144,0.14628303,0.05889510
0.00948997,0.04611453,-0.24751931,-0.14090653,0.00851652,0.09120956
-0.10673176,0.11284807,-0.32920265,-0.05620140,-0.12239799,0.15561116
-0.19931087,0.18631427,-0.33497357,0.04003473,-0.22796065,0.22650613
-0.24851694,0.24042468,-0.33261308,0.10548592,-0.28712597,0.29329219
-0.24422328,0.25579083,-0.32981786,0.14238015,-0.28701019,0.31278808
-0.18888639,0.22563208,-0.33328193,0.14289367,-0.23556643,0.26719433
-0.09692061,0.15689199,-0.33089453,0.11456560,-0.14287638,0.18117281
0.00940517,0.06668747,-0.30095088,0.07569962,-0.02138943,0.07592864
0.10628310,-0.02416528,-0.21858616,0.01142651,0.08889612,-0.02039890
0.17489691,-0.09796181,-0.14463799,-0.06833051,0.17699872,-0.09695237
0.20610710,-0.14484668,-0.08922427,-0.16511132,0.22671617,-0.15027770
0.20186973,-0.16410545,-0.03401415,-0.23757590,0.23234036,-0.17864387
0.17309147,-0.16208169,0.00242649,-0.26294199,0.21232420,-0.17095386
0.13483807,-0.14805224,-0.00183014,-0.26620159,0.18086202,-0.15864700
0.10068937,-0.13001079,-0.04962176,-0.27931562,0.14579587,-0.13959680
0.07825937,-0.11209051,-0.11056320,-0.30094936,0.12114877,-0.11959911
0.06739715,-0.09445566,-0.16215017,-0.31210878,0.10926432,-0.10314315
0.06154281,-0.07532183,-0.19413012,-0.28821561,0.10144000,-0.07804887
0.05151758,-0.05382632,-0.19963676,-0.22696330,0.08974508,-0.05990259
0.03012507,-0.03214757,-0.19525383,-0.14852917,0.05902549,-0.03644098
-0.00433168,-0.01568138,-0.19883849,-0.09154136,0.01490871,-0.01874298
-0.04705158,-0.01103080,-0.22206764,-0.09718967,-0.03724682,-0.02062123
-0.08866940,-0.02263985,-0.25561714,-0.16063441,-0.08582192,-0.03222847
-0.11934475,-0.04963153,-0.27867684,-0.23489375,-0.12068502,-0.06796720
-0.13332704,-0.08446936,-0.26880005,-0.27873066,-0.13555826,-0.10935920
-0.13206253,-0.11439846,-0.22750217,-0.28674030,-0.13524130,-0.14472025
-0.12441952,-0.12548550,-0.18141221,-0.29293236,-0.12536988,-0.15948699
-0.12370653,-0.10792230,-0.15092097,-0.30112779,-0.12667204,-0.14099138
-0.14243892,-0.06056650,-0.14283974,-0.30377701,-0.15519344,-0.08782367
-0.18678010,0.00722091,-0.14873111,-0.29248494,-0.20918859,-0.01832817
-0.25285265,0.07750167,-0.16244204,-0.22825590,-0.29613878,0.04920149
-0.32654640,0.12913732,-0.18142153,-0.13106185,-0.38518848,0.11930474
-0.38722139,0.14494671,-0.22657792,-0.04475628,-0.46388241,0.15176365
-0.41425029,0.11815940,-0.26124114,-0.06042472,-0.49077518,0.12698042
-0.39420754,0.05575142,-0.29153126,-0.20869865,-0.48582976,0.05163728
-0.32613400,-0.02277206,-0.30140492,-0.41176185,-0.41278493,-0.05692895
-0.22286418,-0.09102138,-0.26375884,-0.55922288,-0.28319995,-0.15174303
-0.10773145,-0.12407470,-0.18623669,-0.58489829,-0.14740789,-0.18430719
-0.00760592,-0.10677748,-0.08179092,-0.48281059,-0.01243154,-0.15474599
0.05542253,-0.03913658,0.00399225,-0.31608829,0.05711063,-0.07049948
0.07083843,0.06312356,0.01648626,-0.13822266,0.06956534,0.05185264
0.04255730,0.17315123,-0.05107316,-0.03262013,0.03404401,0.18794482
-0.01321291,0.26124905,-0.14774355,0.01521949,-0.03314364,0.29682124
-0.07437980,0.30411501,-0.22343495,0.00523591,-0.10048119,0.34728404
-0.12134870,0.29197568,-0.21901250,-0.02725185,-0.16062358,0.33942439
-0.14430984,0.23127385,-0.13510329,-0.09313316,-0.20252718,0.26784333
-0.14669194,0.14210713,-0.03543282,-0.17505167,-0.20746285,0.16651148
-0.14339287,0.05140913,0.01922413,-0.26790410,-0.20022951,0.05630232
-0.15430354,-0.01571443,0.01780986,-0.34041628,-0.20594378,-0.02345106
-0.19542415,-0.04353122,-0.04572731,-0.37960196,-0.24919000,-0.06642859
-0.27087423,-0.02964170,-0.15282771,-0.37556177,-0.33410442,-0.04737442
-0.36892570,0.01577132,-0.27492222,-0.33208624,-0.44437687,0.00993202
-0.46386130,0.07483506,-0.36597309,-0.23274869,-0.55039723,0.09670348
-0.52341602,0.12902735,-0.40345329,-0.15791351,-0.60793662,0.18070315
-0.51950893,0.16571510,-0.40559307,-0.11145497,-0.59934377,0.22787300
-0.43865204,0.18186576,-0.37527207,-0.07831296,-0.52224289,0.22086099
-0.28833030,0.18376159,-0.29868272,-0.08329696,-0.37084539,0.19562715
-0.09685831,0.18308243,-0.22894941,-0.04756558,-0.16762648,0.17619452
0.09364813,0.19105978,-0.11075625,-0.01308371,0.04650006,0.19732657
0.23921081,0.21305808,-0.00153235,-0.00206217,0.22132388,0.23823771
0.30712818,0.24568567,0.10295703,-0.01383249,0.32339440,0.28271998
0.28608357,0.27750293,0.15229431,-0.01170479,0.30904638,0.32795646
0.18988680,0.29299024,0.11180449,0.00532960,0.19972324,0.36321467
0.05354211,0.27820446,0.03560630,0.00771081,0.03848302,0.34982619
-0.07717833,0.22595099,-0.06716914,-0.03124770,-0.11450219,0.28771475
-0.15936944,0.13853930,-0.14523336,-0.14171253,-0.20986474,0.18602523
-0.16553264,0.02715952,-0.17810249,-0.29129997,-0.20795828,0.04662865
-0.09112300,-0.09177618,-0.12589611,-0.43307263,-0.11482936,-0.09209640
0.04510867,-0.20184864,0.02311208,-0.50333565,0.05317268,-0.21405594
0.20781541,-0.29139525,0.17034481,-0.55995935,0.23932945,-0.32144473
0.35637251,-0.35607830,0.29035711,-0.65676761,0.38955487,-0.41787704
0.45700631,-0.39845040,0.33741096,-0.72838175,0.47326511,-0.49578810
0.49185559,-0.42493233,0.30029121,-0.79113346,0.50196442,-0.53944678
0.46231412,-0.44164005,0.21269003,-0.83634663,0.47865750,-0.54903077
0.38606204,-0.45091189,0.11032475,-0.82540911,0.41995478,-0.54162812
0.28934532,-0.45003680,0.04188648,-0.74941450,0.33196460,-0.51979905
0.19756017,-0.43271762,0.01899004,-0.64113879,0.25798719,-0.48433565
0.12754761,-0.39261580,0.02881823,-0.55308145,0.20203951,-0.44162003
0.08412985,-0.32740348,0.03931129,-0.49358648,0.15940818,-0.36623141
0.06168684,-0.24147766,0.02900216,-0.47786260,0.14140255,-0.26630847
0.04963855,-0.14599497,-0.02771431,-0.43923041,0.12535900,-0.16551882
0.03927768,-0.05597389,-0.08532301,-0.33920172,0.10518062,-0.07201709
0.02899582,0.01454568,-0.12400895,-0.19704220,0.07524452,0.00490118
0.02568762,0.05740761,-0.16477172,-0.08054146,0.05949964,0.05606173
0.04170224,0.07327840,-0.21249349,-0.03738400,0.07207750,0.08248304
0.08853383,0.07126806,-0.23498245,-0.07517880,0.11562805,0.08608183
0.16981373,0.06515827,-0.19194835,-0.14159282,0.19885980,0.09499953
0.27656658,0.06754995,-0.05235988,-0.15814950,0.32002501,0.10429570
0.38696091,0.08418536,0.15083064,-0.14605142,0.45306383,0.11400496
0.47117486,0.11079319,0.34442621,-0.09842055,0.55511590,0.12140375
0.50009045,0.13396132,0.44243601,-0.05483786,0.58823545,0.13479806
0.45501609,0.13603844,0.41212049,-0.05726554,0.53524883,0.15229257
0.33507772,0.10245529,0.23372890,-0.11894108,0.38815837,0.14246230
0.15953679,0.02876467,0.02604593,-0.25319871,0.18296888,0.08071096
-0.03610266,-0.07541595,-0.15419143,-0.39288527,-0.03039845,-0.05647730
-0.20928592,-0.18740806,-0.25028965,-0.44798571,-0.21960557,-0.20878111
-0.32219156,-0.27752530,-0.34092471,-0.46862799,-0.37149643,-0.31055292
-0.35247564,-0.31837632,-0.35528016,-0.45372143,-0.42345349,-0.35357892
-0.29960952,-0.29426732,-0.31092420,-0.43049771,-0.36126215,-0.34890661
-0.18481372,-0.20729928,-0.23238170,-0.38868481,-0.20399975,-0.27638192
-0.04460705,-0.07775087,-0.19321798,-0.33678201,-0.03260884,-0.12927404
0.08001304,0.06172084,-0.10974364,-0.24328652,0.09337270,0.04198100
0.15541604,0.17631463,-0.01356977,-0.17686386,0.16889647,0.17939907
0.16462640,0.24032331,0.03857722,-0.13994817,0.17761334,0.26578971
0.11136189,0.24543731,0.03976208,-0.13390975,0.11824177,0.28346619
0.01783270,0.20307988,-0.02079224,-0.12319984,0.00725099,0.24072684
-0.08275028,0.13978599,-0.11744924,-0.10382130,-0.11786962,0.16371959
-0.15645960,0.08712019,-0.19670556,-0.06799063,-0.19687614,0.09985912
-0.17853553,0.06966003,-0.24396081,-0.03833563,-0.22539853,0.07131440
-0.14000688,0.09539291,-0.24527848,-0.01876578,-0.18375862,0.09399587
-0.04936283,0.15214170,-0.17199436,-0.02607360,-0.08274261,0.15794095
0.07081258,0.21155856,-0.02173000,-0.02891828,0.05582487,0.23306519
0.19084795,0.23951373,0.14378513,-0.01963982,0.19199053,0.27396756
0.28231802,0.20931821,0.29889101,-0.03279722,0.31026475,0.24720690
0.32525728,0.11303329,0.37100032,-0.09476219,0.36315387,0.14682588
0.31242106,-0.03339391,0.35361591,-0.20841438,0.35052304,-0.00658822
0.24983675,-0.19338780,0.24994682,-0.36917353,0.29123851,-0.17749102
0.15403078,-0.32069574,0.12755252,-0.52313364,0.19115924,-0.33135266
0.04716266,-0.37455685,0.02806855,-0.57927114,0.06469704,-0.40295103
-0.04836881,-0.33396715,-0.00891560,-0.49290827,-0.02821787,-0.36180670
-0.11447156,-0.20602866,-0.01953958,-0.32417685,-0.09357946,-0.23041775
-0.14023125,-0.02524394,-0.05573618,-0.15853794,-0.13203688,-0.03676764
-0.12292644,0.15635531,-0.06602964,-0.01095550,-0.13162382,0.15554180
-0.06751079,0.28520978,-0.05927562,0.05297976,-0.07626530,0.30250740
0.01489329,0.32315765,-0.02995863,0.04816856,0.00967166,0.35986195
0.10900143,0.25965713,0.01991651,-0.00301543,0.11135313,0.29955916
0.19760007,0.11518631,0.11206923,-0.10150722,0.20400327,0.14524280
0.26393290,-0.06536487,0.18531804,-0.24641801,0.29070142,-0.04799584
0.29422516,-0.22713121,0.19870766,-0.44394651,0.33624330,-0.23661076
0.28020284,-0.32272322,0.15238746,-0.62126446,0.32506285,-0.35875836
0.22122553,-0.32688516,0.07184672,-0.66740882,0.26481665,-0.35956066
0.12544889,-0.24354659,-0.00307848,-0.56108189,0.17705204,-0.26040109
0.00941561,-0.10308856,-0.10694832,-0.39901337,0.04864461,-0.10208745
-0.10427399,0.04899601,-0.19164634,-0.19328409,-0.08802968,0.05455438
-0.19107319,0.16795438,-0.22416236,-0.04726070,-0.20312723,0.17191535
-0.22966414,0.22458547,-0.25634488,-0.00346719,-0.26126221,0.24078376
-0.20701554,0.21394793,-0.28036693,-0.04802204,-0.24751704,0.23054044
-0.12198406,0.15515227,-0.24361581,-0.13655716,-0.16387949,0.15704304
0.01363193,0.08262580,-0.11089130,-0.19572999,-0.01144140,0.07664857
0.17706451,0.03225363,0.10236381,-0.19374010,0.17290117,0.03497610
0.33924340,0.02756092,0.29889402,-0.15115048,0.36695037,0.04350455
0.47106908,0.07099484,0.44457969,-0.13034716,0.53297330,0.07640243
0.54973448,0.14344186,0.48343137,-0.09536429,0.63303711,0.13023490
0.56351030,0.21207430,0.47540104,-0.05329310,0.66604896,0.19300674
0.51383142,0.24355666,0.45175833,-0.02664810,0.62166310,0.24132938
0.41426224,0.21765776,0.41420525,-0.01650395,0.51412331,0.25793377
0.28674902,0.13612803,0.34899276,-0.06664848,0.35133097,0.19895513
0.15624229,0.02338493,0.29508689,-0.18771017,0.18610388,0.09224368
0.04510722,-0.08148861,0.23397216,-0.31805307,0.06485548,-0.03769620
-0.03133194,-0.13874350,0.15802652,-0.40604839,-0.01342942,-0.12811278
-0.06718651,-0.12300514,0.07730870,-0.43278575,-0.05713648,-0.12588120
-0.06602009,-0.03387257,0.01977314,-0.38983116,-0.06182919,-0.03080683
-0.03877921,0.10198022,0.01140034,-0.30044740,-0.04111710,0.10993977
-0.00037422,0.23835379,0.06808917,-0.21441604,-0.01433414,0.26501316
0.03415973,0.32449762,0.14495698,-0.18027726,0.02628250,0.37961273
0.05304844,0.32260549,0.17850724,-0.17062645,0.04803030,0.38398742
0.05007336,0.22189529,0.13791619,-0.19291028,0.03168968,0.27075643
0.02545058,0.04432772,0.03693467,-0.26060715,0.01014098,0.06346732
-0.01472733,-0.16028179,-0.05893204,-0.37759295,-0.02076745,-0.16078860
-0.06026657,-0.32850028,-0.18883587,-0.52477098,-0.06833826,-0.36709466
-0.09947365,-0.40247927,-0.34020889,-0.63853616,-0.12832731,-0.46195237
-0.12207987,-0.34804196,-0.36793661,-0.60793447,-0.14123572,-0.41594586
-0.12192244,-0.16587921,-0.30628300,-0.41555071,-0.11430156,-0.21952435
-0.09881063,0.10772629,-0.22491376,-0.09487531,-0.09102287,0.08257905
-0.05909155,0.41087835,-0.04089089,0.29851687,-0.05643135,0.42745599
-0.01463526,0.67358886,0.14475071,0.58264881,0.06840564,0.73126697
0.01971256,0.83736170,0.22871187,0.64045304,0.20366854,0.87153141
0.02976230,0.87084066,0.23357239,0.55717605,0.24766209,0.88214711
0.00587861,0.77693130,0.20590466,0.42116413,0.16302626,0.82134581
-0.05388143,0.58962921,0.13413565,0.27792096,-0.01386728,0.67839680
-0.14235654,0.36206163,0.01991661,0.09026507,-0.19563158,0.45107228
-0.24419367,0.14990224,-0.06857082,-0.06721726,-0.34240253,0.21655597
-0.33907107,-0.00447945,-0.18014079,-0.17013349,-0.44921005,0.03084240
-0.40652844,-0.08234046,-0.32402381,-0.21743216,-0.52082729,-0.06030240
-0.43115008,-0.09062784,-0.44637892,-0.21386606,-0.53395700,-0.07331566
-0.40663734,-0.05585891,-0.48127261,-0.15157758,-0.49553340,-0.05651371
-0.33754381,-0.01249112,-0.42269111,-0.08356810,-0.41102795,-0.03895914
-0.23809310,0.00998852,-0.28691077,-0.03733670,-0.29499145,-0.02906509
-0.12837038,-0.00305349,-0.16845018,-0.06652814,-0.16214306,-0.04624172
-0.02899708,-0.04752471,-0.06170452,-0.16829078,-0.04604475,-0.08767091
0.04411397,-0.10353204,0.02253466,-0.27877903,0.04132032,-0.14095693
0.08335065,-0.14360786,0.06671114,-0.34313032,0.09077249,-0.17652634
0.09031472,-0.14312361,0.08909043,-0.30909249,0.10450810,-0.17183948
0.07392526,-0.08930460,0.08893204,-0.19325373,0.09080068,-0.10491970
0.04652175,0.01400659,0.06072733,-0.04808191,0.05775020,0.01634618
0.01943005,0.14709563,0.01520263,0.08053521,0.02382209,0.16931945
-0.00041527,0.28002971,-0.02955764,0.15123610,-0.00005341,0.32263881
-0.01164777,0.38112667,-0.05672168,0.19980390,0.00370146,0.44635290
-0.01717265,0.42547438,-0.08291659,0.20781882,0.00711815,0.50081879
-0.02109998,0.40100813,-0.10186878,0.17352439,-0.00449724,0.48750563
