I_in,Q_in,I_out,Q_out,I_out_ideal,Q_out_ideal
0.22392336,0.29141924,1.84091413,3.00452518,2.23923361,2.91419243
0.25526246,0.15654394,1.66455364,1.81240964,2.55262462,1.56543940
0.19574806,-0.02365605,1.29509640,-0.00089613,1.95748055,-0.23656049
0.05468617,-0.20600327,0.28902215,-0.91091627,0.54686173,-2.06003272
-0.13474736,-0.34758666,-0.35013211,-0.90074754,-1.34747362,-3.47586664
-0.32407418,-0.41550597,-0.58032501,-0.78873062,-3.24074185,-4.15505971
-0.46320565,-0.39385926,-0.78513545,-0.60921925,-4.63205648,-3.93859256
-0.51519872,-0.28665732,-0.95166266,-0.39318407,-5.15198717,-2.86657318
-0.46749670,-0.11632803,-1.11895335,-0.09495935,-4.67496703,-1.16328030
-0.33602096,0.08160578,-1.07750976,0.81171429,-3.36020962,0.81605782
-0.16063743,0.26638834,-1.23091364,2.68698645,-1.60637432,2.66388341
0.00676934,0.40074187,0.02919168,3.93836927,0.06769342,4.00741872
0.11799190,0.45864906,1.26090634,4.65038109,1.17991899,4.58649058
0.14306527,0.43064434,1.40409791,4.34254599,1.43065269,4.30644338
0.07908830,0.32553185,0.68173879,3.16921377,0.79088295,3.25531851
-0.04951874,0.16813796,-0.59706718,1.67687500,-0.49518740,1.68137959
-0.19939618,-0.00648363,-0.75918025,0.15890524,-1.99396180,-0.06483626
-0.32253741,-0.16118126,-0.93784440,-0.43617597,-3.22537412,-1.61181256
-0.38182322,-0.26535029,-0.88470787,-0.58566868,-3.81823219,-2.65350291
-0.36271327,-0.30203389,-0.82055062,-0.68860883,-3.62713270,-3.02033894
-0.27727492,-0.27166850,-0.76177746,-0.74928677,-2.77274917,-2.71668498
-0.15927292,-0.19141137,-0.64859074,-0.84185088,-1.59272922,-1.91411370
-0.05202744,-0.09009966,-0.35983109,-0.91950166,-0.52027438,-0.90099658
0.00682593,-0.00009183,1.10049689,-0.24610429,0.06825932,-0.00091828
-0.00150784,0.05181246,0.13664213,1.13600838,-0.01507839,0.51812461
-0.07039804,0.05180388,-0.95618474,0.64959532,-0.70398044,0.51803879
-0.17004520,0.00264486,-1.00980675,-0.25433794,-1.70045204,0.02644856
-0.25785408,-0.07773714,-1.06747019,-0.32698393,-2.57854075,-0.77737140
-0.29342851,-0.16230337,-0.96096659,-0.51652002,-2.93428512,-1.62303368
-0.25309493,-0.22380896,-0.80038059,-0.70974898,-2.53094932,-2.23808964
-0.13898034,-0.24380324,-0.48852369,-0.95977414,-1.38980336,-2.43803243
0.02052373,-0.21884403,0.16672991,-1.13288176,0.20523732,-2.18844032
0.17919327,-0.16184466,0.89782810,-0.78658170,1.79193273,-1.61844658
0.28758840,-0.09798345,1.18096113,-0.28941923,2.87588398,-0.97983449
0.30905482,-0.05636607,1.28248024,-0.03328573,3.09054824,-0.56366070
0.23183356,-0.06006961,1.23351085,-0.23176675,2.31833562,-0.60069613
0.07329354,-0.11782273,0.49481821,-0.98813403,0.73293537,-1.17822732
-0.12508071,-0.22014632,-0.42906424,-0.67288816,-1.25080711,-2.20146316
-0.31026056,-0.34139642,-0.79033083,-0.72913706,-3.10260562,-3.41396424
-0.43366003,-0.44724181,-0.73111439,-0.76028615,-4.33660026,-4.47241805
-0.46534968,-0.50529191,-0.70444608,-0.79522431,-4.65349681,-5.05291911
-0.40201034,-0.49547774,-0.61169946,-0.85534018,-4.02010335,-4.95477739
-0.26631616,-0.41677075,-0.48492324,-0.93056786,-2.66316156,-4.16770746
-0.09832592,-0.28794150,-0.19170892,-1.07053268,-0.98325924,-2.87941504
0.05793182,-0.14196723,0.42068312,-1.09550357,0.57931818,-1.41967227
0.16804495,-0.01577939,1.25166500,0.02145700,1.68044953,-0.15779394
0.21650934,0.06139001,1.45394027,0.74491453,2.16509335,0.61390008
0.20893837,0.07728405,1.50909019,0.89773864,2.08938370,0.77284053
0.16696573,0.04045596,1.41060710,0.39890760,1.66965733,0.40455964
0.11814664,-0.02266094,1.25825429,-0.10188438,1.18146644,-0.22660942
0.08478204,-0.07657584,0.80175334,-0.86334080,0.84782042,-0.76575836
0.07576145,-0.08864633,0.72612762,-0.87589902,0.75761452,-0.88646328
0.08423243,-0.04022340,1.01325381,-0.39905763,0.84232435,-0.40223398
0.09166121,0.06659576,1.01788604,0.68512166,0.91661212,0.66595763
0.07648073,0.20884017,0.79203504,2.11512303,0.76480728,2.08840169
0.02388288,0.34926740,0.18889700,3.43364716,0.23882885,3.49267404
-0.06702633,0.44763631,-0.73481774,4.48823071,-0.67026329,4.47636310
-0.18143435,0.47309425,-1.20929635,4.77540684,-1.81434352,4.73094245
-0.29308075,0.41377703,-1.20446777,4.07267618,-2.93080749,4.13777032
-0.37299668,0.28062581,-1.15856326,2.84015417,-3.72996680,2.80625813
-0.39950116,0.10427678,-1.00729954,1.21781778,-3.99501158,1.04276779
-0.36577709,-0.07393214,-1.15658426,-0.13540582,-3.65777088,-0.73932139
-0.28224913,-0.21397639,-0.90217686,-0.66187125,-2.82249134,-2.13976395
-0.17289503,-0.28844695,-0.57570511,-0.96500617,-1.72895030,-2.88446951
-0.06683744,-0.28972868,-0.23167343,-1.10987365,-0.66837438,-2.89728683
0.01172424,-0.23102766,0.11442105,-1.15549767,0.11724237,-2.31027658
0.05159275,-0.14118812,0.38847223,-1.12126756,0.51592746,-1.41188124
0.05775294,-0.05514827,0.67686766,-0.52901697,0.57752937,-0.55148274
0.04853636,-0.00313187,1.10091245,-0.44771504,0.48536358,-0.03131874
0.04784556,-0.00189766,1.16459906,-0.39214677,0.47845556,-0.01897658
0.07530788,-0.05055123,0.85579193,-0.47531876,0.75307875,-0.50551231
0.13798004,-0.13187979,0.86372751,-0.88787574,1.37980044,-1.31879794
0.22666671,-0.21842733,0.89790094,-0.87975186,2.26666708,-2.18427329
0.31825483,-0.28114740,0.92154086,-0.85145950,3.18254826,-2.81147403
0.38330272,-0.29786069,0.95654881,-0.79572982,3.83302724,-2.97860689
0.39623446,-0.25903865,1.00417137,-0.71126193,3.96234465,-2.59038653
0.34454953,-0.16946862,1.08738506,-0.53558576,3.44549530,-1.69468620
0.23379358,-0.04573968,1.21784151,-0.15190402,2.33793584,-0.45739676
0.08651983,0.08924506,0.75987440,0.79455400,0.86519826,0.89245059
-0.06443245,0.21276574,-0.89852995,2.08857965,-0.64432447,2.12765736
-0.18605013,0.30776679,-1.24188793,3.12924743,-1.86050135,3.07766787
-0.25521260,0.36587522,-1.27324617,3.71744585,-2.55212597,3.65875219
-0.26533878,0.38747171,-1.28347337,3.96028662,-2.65338781,3.87471712
-0.22747108,0.37931781,-1.28298056,3.90024066,-2.27471077,3.79317810
-0.16559396,0.35093050,-1.26808441,3.53224969,-1.65593956,3.50930504
-0.10794873,0.31109538,-1.12786710,3.10527563,-1.07948729,3.11095378
-0.07740772,0.26561920,-0.83539593,2.61973166,-0.77407719,2.65619199
-0.08417897,0.21680664,-0.92830646,2.20121622,-0.84178974,2.16806638
-0.12318926,0.16445941,-1.12512875,1.61741531,-1.23189262,1.64459408
-0.17679818,0.10768719,-1.07105279,1.07217681,-1.76798184,1.07687193
-0.22164716,0.04664265,-1.35258555,0.47014603,-2.21647164,0.46642647
-0.23709249,-0.01653526,-1.20107138,-0.03670122,-2.37092495,-0.16535260
-0.21226123,-0.07787351,-1.12323868,-0.34162220,-2.12261227,-0.77873507
-0.14940230,-0.13264721,-0.85437161,-0.71688658,-1.49402303,-1.32647212
-0.06261123,-0.17687839,-0.39607167,-1.03917718,-0.62611231,-1.76878392
0.02734626,-0.20862488,0.14673278,-1.12752402,0.27346261,-2.08624885
0.10008812,-0.22856724,0.48895243,-1.05665290,1.00088121,-2.28567241
0.14201151,-0.23970315,0.63286853,-1.00754130,1.42011507,-2.39703145
0.14990182,-0.24629709,0.65557855,-1.00931489,1.49901815,-2.46297094
0.13075394,-0.25248073,0.60323554,-1.04670095,1.30753938,-2.52480734
0.09820418,-0.26097999,0.50464875,-1.08724558,0.98204178,-2.60979988
0.06712574,-0.27235448,0.40457457,-1.10993683,0.67125736,-2.72354479
0.04845261,-0.28493137,0.34038308,-1.11679459,0.48452606,-2.84931374
0.04602712,-0.29538851,0.33374217,-1.11544693,0.46027118,-2.95388508
0.05637061,-0.29977077,0.37204021,-1.11012912,0.56370607,-2.99770766
0.07113028,-0.29465080,0.42442507,-1.10071468,0.71130282,-2.94650800
0.08100100,-0.27816475,0.46621159,-1.09110343,0.81001000,-2.78164746
0.07949907,-0.25072662,0.47704643,-1.08788586,0.79499073,-2.50726616
0.06519278,-0.21530486,0.43903947,-1.09554565,0.65192784,-2.15304859
0.04173208,-0.17720337,0.34656540,-1.09888887,0.41732084,-1.77203366
0.01594232,-0.14332936,0.18541145,-1.07867587,0.15942317,-1.43329358
-0.00502208,-0.12097868,0.01109325,-1.04091191,-0.05022080,-1.20978678
-0.01620411,-0.11625358,-0.08515721,-1.03719568,-0.16204112,-1.16253577
-0.01606691,-0.13235474,-0.06444082,-1.06083524,-0.16066911,-1.32354744
-0.00609304,-0.16812610,0.03590360,-1.09111249,-0.06093044,-1.68126103
0.01080874,-0.21731365,0.15736267,-1.11117923,0.10808736,-2.17313653
0.03214839,-0.26895723,0.27798572,-1.11510706,0.32148389,-2.68957227
0.05695395,-0.30912501,0.37128600,-1.10869050,0.56953948,-3.09125011
0.08554026,-0.32384374,0.45574871,-1.09523201,0.85540256,-3.23843744
0.11805386,-0.30266122,0.56340641,-1.06584072,1.18053861,-3.02661222
0.15256167,-0.24194096,0.71676928,-0.97686446,1.52561670,-2.41940962
0.18377762,-0.14687453,0.93664998,-0.74914986,1.83777617,-1.46874527
0.20334863,-0.03139603,1.22596419,-0.07742478,2.03348634,-0.31396032
0.20199368,0.08431129,1.49926853,1.10536063,2.01993676,0.84311291
0.17295204,0.17833413,1.59037292,1.88212395,1.72952043,1.78334133
0.11549866,0.23251692,1.04850757,2.34912801,1.15498660,2.32516918
0.03703771,0.23743373,0.23536833,2.39590120,0.37037713,2.37433733
-0.04736197,0.19535175,-0.62578821,1.98832762,-0.47361966,1.95351752
-0.11826583,0.12015594,-1.04887497,1.26936805,-1.18265827,1.20155937
-0.15721615,0.03403442,-1.29103565,0.38240841,-1.57216154,0.34034416
-0.15246036,-0.03831442,-1.06822765,-0.27767861,-1.52460362,-0.38314424
-0.10309358,-0.07639703,-0.84493929,-0.61412424,-1.03093582,-0.76397033
-0.02004503,-0.06964280,-0.25820085,-0.84656787,-0.20045034,-0.69642800
0.07665120,-0.02041611,1.00051558,-0.31218815,0.76651195,-0.20416112
0.16358175,0.05664068,1.35874641,0.72524470,1.63581747,0.56640682
0.22087084,0.13882645,1.59742594,1.46444011,2.20870836,1.38826450
0.23799906,0.20198617,1.74779427,2.04223871,2.37999063,2.01986166
0.21655348,0.22759021,1.82256746,2.31336474,2.16553478,2.27590212
0.16897055,0.20821220,1.67879117,2.14094210,1.68970550,2.08212196
0.11372460,0.14979351,1.18664360,1.45850992,1.13724597,1.49793511
0.06866690,0.07003601,0.86769986,0.89641899,0.68666901,0.70036009
0.04487735,-0.00658786,0.99481142,-0.82364714,0.44877349,-0.06587862
0.04320277,-0.05572935,0.68475032,-0.74674690,0.43202768,-0.55729354
0.05468111,-0.05995486,0.77789927,-0.65622580,0.54681112,-0.59954857
0.06463532,-0.01350893,1.20631182,-0.38018471,0.64635324,-0.13508931
0.05887827,0.07622681,0.84821594,0.81419158,0.58878273,0.76226806
0.02969338,0.19085454,0.38725325,1.86417317,0.29693385,1.90854535
-0.02066583,0.30590422,-0.11574637,2.98336005,-0.20665833,3.05904221
-0.08030248,0.39709246,-0.78916878,3.97909951,-0.80302477,3.97092462
-0.13175929,0.44612583,-1.08097219,4.44611120,-1.31759285,4.46125832
-0.15838801,0.44454960,-1.10115910,4.39562035,-1.58388011,4.44549601
-0.15066675,0.39482292,-1.08691287,3.86601591,-1.50666754,3.94822919
-0.11011479,0.30864933,-0.96144670,3.03384161,-1.10114793,3.08649330
-0.04930926,0.20333475,-0.30003962,1.95056474,-0.49309264,2.03334749
0.01207958,0.09737182,0.29531616,1.13445783,0.12079577,0.97371820
0.05386483,0.00647039,0.47994763,-0.27055436,0.53864834,0.06470393
0.06220241,-0.05908047,0.62062550,-0.85007507,0.62202412,-0.59080475
0.03429352,-0.09536484,0.28863910,-1.08442926,0.34293515,-0.95364842
-0.02073068,-0.10428003,-0.36422548,-0.99480790,-0.20730677,-1.04280035
-0.08502080,-0.09199344,-0.64662576,-0.76919967,-0.85020802,-0.91993443
-0.13812050,-0.06704571,-0.88080055,-0.56120050,-1.38120495,-0.67045708
-0.16375508,-0.03859917,-1.06626511,-0.24155021,-1.63755079,-0.38599170
-0.15487779,-0.01507260,-1.11528599,-0.06545784,-1.54877793,-0.15072595
-0.11524955,-0.00315443,-1.00403786,-0.11862406,-1.15249550,-0.03154431
-0.05715127,-0.00705628,-0.60517055,-0.28067771,-0.57151274,-0.07056276
0.00372347,-0.02789581,-0.27673158,-0.86874461,0.03723471,-0.27895811
0.05412135,-0.06324370,0.58060253,-0.88590890,0.54121351,-0.63243701
0.08753667,-0.10703427,0.70067328,-0.84323186,0.87536666,-1.07034272
0.10535466,-0.15011621,0.62580979,-0.97616458,1.05354657,-1.50116211
0.11451283,-0.18163681,0.61245686,-1.00669992,1.14512831,-1.81636811
0.12278691,-0.19121353,0.64537543,-1.00868976,1.22786913,-1.91213527
0.13379803,-0.17152739,0.73309422,-0.97054082,1.33798029,-1.71527385
0.14399496,-0.12069961,0.88482559,-0.84577775,1.43994964,-1.20699615
0.14310748,-0.04371022,1.14780557,-0.39233020,1.43107483,-0.43710215
0.11816631,0.04774173,1.28542244,0.55496490,1.18166308,0.47741734
0.05967413,0.13716293,0.63384336,1.27440298,0.59674128,1.37162929
-0.03251592,0.20669561,-0.31590387,2.04964018,-0.32515919,2.06695609
-0.14617179,0.24128696,-1.07208359,2.35002923,-1.46171793,2.41286960
-0.25816522,0.23253163,-1.07423031,2.37026048,-2.58165222,2.32531633
-0.34050674,0.18111558,-1.02877963,1.86672533,-3.40506739,1.81115581
-0.36920881,0.09710279,-0.94637680,1.12740958,-3.69208812,0.97102786
-0.33300357,-0.00213900,-1.16574490,0.08241929,-3.33003575,-0.02139001
-0.23871147,-0.09593641,-1.03626323,-0.44370615,-2.38711472,-0.95936415
-0.11099473,-0.16525331,-0.60627413,-0.93042231,-1.10994735,-1.65253307
0.01393957,-0.19731399,0.05041862,-1.14929986,0.13939567,-1.97313993
0.09901296,-0.18869902,0.52453929,-1.06008828,0.99012961,-1.88699021
0.11800854,-0.14608964,0.69601566,-0.99771816,1.18008538,-1.46089641
0.06447896,-0.08444345,0.57490349,-0.84511787,0.64478957,-0.84443446
-0.04529699,-0.02304769,-0.84505665,0.02986542,-0.45296990,-0.23047694
-0.17656318,0.01955713,-1.20951200,0.17609432,-1.76563181,0.19557131
-0.28641843,0.03050218,-1.11051059,0.13757926,-2.86418434,0.30502177
-0.33703780,0.00611861,-1.15743935,0.10885870,-3.37037799,0.06118608
-0.30754191,-0.04683001,-1.16512561,-0.08057468,-3.07541907,-0.46830012
-0.20063627,-0.11254792,-0.95561600,-0.51976156,-2.00636268,-1.12547917
-0.04181796,-0.16993567,-0.29704979,-1.02829766,-0.41817957,-1.69935666
0.12861594,-0.19777657,0.58250827,-0.93983102,1.28615937,-1.97776572
0.26814587,-0.18014968,0.94821495,-0.61856174,2.68145870,-1.80149682
0.34507088,-0.11076376,1.15551877,-0.22130685,3.45070876,-1.10763755
0.34776408,0.00486365,1.38618195,0.53770906,3.47764080,0.04863649
0.28719496,0.14997345,1.65239573,1.74481571,2.87194959,1.49973446
0.19205442,0.29983622,1.82836509,3.18173790,1.92054417,2.99836220
0.09830351,0.42704218,0.87230355,4.29502916,0.98303513,4.27042182
0.03680447,0.50762133,0.35406384,5.10341454,0.36804471,5.07621327
0.02326211,0.52656521,0.21969888,5.23440504,0.23262112,5.26565214
0.05382351,0.48141519,0.49334469,4.84927750,0.53823512,4.81415192
0.10767235,0.38300402,1.04368973,3.81425428,1.07672349,3.83004017
0.15551737,0.25310248,1.54945362,2.55473089,1.55517370,2.53102478
0.17085674,0.11947653,1.55433798,1.21291232,1.70856743,1.19476529
0.13999270,0.00951571,1.34766483,0.13094303,1.39992695,0.09515707
0.06727319,-0.05602458,0.76617461,-0.71380991,0.67273187,-0.56024579
-0.02624269,-0.06762904,-0.38581893,-0.47108501,-0.26242687,-0.67629043
-0.11017283,-0.02884459,-1.04589140,-0.35202280,-1.10172831,-0.28844585
-0.15561325,0.04510325,-1.22091579,0.45930073,-1.55613246,0.45103250
-0.14553448,0.13149144,-1.25312817,1.32916129,-1.45534481,1.31491436
-0.08111739,0.20594822,-0.80207717,2.04266882,-0.81117388,2.05948223
0.01819805,0.24842731,0.16997312,2.56781721,0.18198046,2.48427309
0.12098742,0.24777950,1.15693092,2.51926398,1.20987415,2.47779496
0.19429182,0.20382740,1.64162719,2.11896062,1.94291822,2.03827402
0.21466755,0.12657037,1.54459393,1.45397675,2.14667552,1.26570367
0.17607264,0.03294010,1.35783899,0.49417216,1.76072643,0.32940098
0.09192859,-0.05784150,0.83272672,-0.56469601,0.91928593,-0.57841501
-0.00930894,-0.12896089,-0.14530684,-0.74095351,-0.09308935,-1.28960887
-0.09354037,-0.16954427,-0.49980679,-0.85362130,-0.93540368,-1.69544267
-0.13219681,-0.17626019,-0.60608214,-0.82198191,-1.32196812,-1.76260187
-0.11147404,-0.15286829,-0.56087279,-0.86287171,-1.11474044,-1.52868287
-0.03661448,-0.10818557,-0.27089629,-0.90002656,-0.36614478,-1.08185567
0.07006738,-0.05331166,0.80381614,-0.78055710,0.70067383,-0.53311658
0.17661893,0.00099603,1.31934512,0.18401238,1.76618931,0.00996034
0.25176615,0.04615357,1.47779453,0.72268778,2.51766148,0.46153575
0.27466634,0.07656015,1.56981587,1.02415740,2.74666339,0.76560148
0.24095293,0.08956532,1.61031818,1.11957979,2.40952929,0.89565320
0.16326298,0.08501504,1.55275130,0.94510961,1.63262982,0.85015041
0.06632105,0.06479827,0.74557698,0.84158474,0.66321047,0.64798268
-0.02156596,0.03260757,-0.76657808,0.63764650,-0.21565956,0.32607573
-0.07765966,-0.00616862,-0.71936518,-0.25184894,-0.77659657,-0.06168616
-0.09158112,-0.04472879,-0.80263954,-0.48524508,-0.91581124,-0.44728789
-0.06767232,-0.07565086,-0.53760821,-0.76798117,-0.67672324,-0.75650861
-0.02243237,-0.09232663,-0.27583587,-0.96066457,-0.22432368,-0.92326633
0.02181623,-0.09081372,0.16290604,-1.09868717,0.21816232,-0.90813717
0.04470523,-0.07152958,0.48426700,-0.80529773,0.44705231,-0.71529582
0.03439216,-0.04004664,0.46733525,-0.37559333,0.34392156,-0.40046642
-0.00914234,-0.00638629,-0.87125790,0.16751191,-0.09142341,-0.06386292
-0.07490252,0.01734566,-0.92144823,-0.29486391,-0.74902517,0.17345661
-0.14519128,0.02052297,-1.10317063,0.11311091,-1.45191277,0.20522966
-0.20170427,-0.00225825,-1.09761178,-0.04202414,-2.01704270,-0.02258249
-0.23122320,-0.04854539,-1.09288120,-0.20830461,-2.31223197,-0.48545394
-0.22905219,-0.10761047,-0.98076439,-0.44588679,-2.29052190,-1.07610470
-0.19928039,-0.16272639,-0.81655902,-0.66433454,-1.99280391,-1.62726388
-0.15213697,-0.19572498,-0.62314564,-0.84351021,-1.52136971,-1.95724976
-0.09969902,-0.19256388,-0.45236227,-0.95988637,-0.99699024,-1.92563880
-0.05167850,-0.14812820,-0.28274760,-1.03508282,-0.51678496,-1.48128204
-0.01282040,-0.06857288,-0.19468541,-0.97942394,-0.12820398,-0.68572875
0.01729646,0.02979688,0.48302960,0.82633042,0.17296461,0.29796885
0.04224970,0.12500010,0.42842677,1.28868711,0.42249696,1.25000096
0.06559997,0.19593816,0.69899136,2.05418730,0.65599970,1.95938163
0.08800859,0.22895912,0.95305866,2.29883885,0.88008592,2.28959116
0.10593167,0.22221770,1.14101207,2.24137950,1.05931669,2.22217698
0.11251140,0.18625594,1.17097950,1.83784020,1.12511398,1.86255938
0.10038600,0.14045518,1.05106926,1.42773044,1.00385997,1.40455183
0.06534754,0.10642757,0.71872962,1.17370057,0.65347542,1.06427568
0.00938689,0.10052902,0.24968757,1.20273161,0.09386889,1.00529021
-0.05817917,0.12807373,-0.62484449,1.40621626,-0.58179167,1.28073726
-0.12215659,0.18133272,-0.97909045,1.85301268,-1.22156594,1.81332720
-0.16524970,0.24214017,-1.04078281,2.46112227,-1.65249699,2.42140170
-0.17306850,0.28832375,-1.06985688,2.93187618,-1.73068500,2.88323753
-0.13878492,0.30177955,-1.06675994,3.00620937,-1.38784924,3.01779554
-0.06589586,0.27533736,-0.51431406,2.76074505,-0.65895856,2.75337359
0.03189107,0.21588356,0.40773755,2.14702320,0.31891066,2.15883560
0.13374488,0.14245521,1.50705194,1.47218657,1.33744883,1.42455207
0.21694316,0.07978277,1.55349612,1.06112087,2.16943162,0.79782768
0.26275725,0.04942934,1.50022507,0.72252208,2.62757252,0.49429344
0.26130645,0.06164499,1.53458154,0.83486962,2.61306447,0.61644987
0.21402010,0.11094592,1.63506269,1.28261936,2.14020103,1.10945917
0.13306979,0.17723014,1.29860294,1.74390638,1.33069786,1.77230140
0.03801816,0.23233413,0.39712316,2.31428027,0.38018160,2.32334127
-0.04929758,0.24997101,-0.46307069,2.45010710,-0.49297585,2.49971015
-0.11019555,0.21566887,-0.98804402,2.17281413,-1.10195552,2.15668870
-0.13344684,0.13314806,-0.94016945,1.45199490,-1.33446843,1.33148057
-0.11740686,0.02465391,-1.07216513,0.05090210,-1.17406860,0.24653914
-0.06960669,-0.07523255,-0.64933729,-0.77654314,-0.69606689,-0.75232550
-0.00412855,-0.13051682,-0.09379046,-1.08710492,-0.04128550,-1.30516825
0.06237566,-0.11591767,0.44710389,-1.03263819,0.62375656,-1.15917674
0.11491814,-0.02608913,1.08921969,-0.32673654,1.14918140,-0.26089133
0.14362611,0.12134803,1.32664812,1.23542976,1.43626107,1.21348028
0.14569074,0.29025944,1.42483938,3.03828216,1.45690739,2.90259437
0.12553343,0.43672146,1.25291717,4.38659096,1.25533430,4.36721459
0.09333525,0.52263178,0.89804512,5.16577148,0.93335252,5.22631779
0.06239221,0.52774501,0.63964415,5.27084780,0.62392212,5.27745012
0.04592240,0.45609089,0.48867333,4.58980083,0.45922398,4.56090886
0.05397199,0.33453878,0.55560219,3.38003969,0.53971994,3.34538780
0.09098725,0.20387706,0.94670653,2.02066898,0.90987252,2.03877058
0.15448346,0.10530256,1.58827853,1.05141723,1.54483456,1.05302563
0.23507652,0.06679920,1.58924603,0.86497051,2.35076516,0.66799201
0.31795198,0.09396950,1.69214725,1.30178428,3.17951983,0.93969505
0.38562306,0.16842045,1.85538411,2.08897972,3.85623059,1.68420450
0.42157736,0.25427606,2.02097797,2.93976951,4.21577364,2.54276059
0.41416403,0.31064631,2.11440611,3.44327092,4.14164031,3.10646313
0.35989288,0.30585750,2.08671212,3.24396729,3.59892877,3.05857502
0.26528678,0.22863702,1.92744124,2.31720996,2.65286783,2.28637020
0.14661202,0.09246044,1.57391644,0.99551642,1.46612019,0.92460436
0.02722273,-0.06843012,0.19341157,-0.45214033,0.27222730,-0.68430120
-0.06716723,-0.21001992,-0.21040855,-0.99910331,-0.67167231,-2.10019923
-0.11436587,-0.29285173,-0.26266626,-0.98870355,-1.14365866,-2.92851734
-0.10136370,-0.29490278,-0.18949276,-1.06131577,-1.01363695,-2.94902784
-0.02826400,-0.21872584,0.02931527,-1.12779641,-0.28263998,-2.18725843
0.09074559,-0.09051642,0.81793618,-0.86196655,0.90745593,-0.90516424
0.22993182,0.04851735,1.46903563,0.80459082,2.29931825,0.48517346
0.35769603,0.15554645,1.71518588,1.95513546,3.57696026,1.55546448
0.44411162,0.19979688,1.83695531,2.54911351,4.44111624,1.99796879
0.46840365,0.17201400,1.80681717,2.32434034,4.68403651,1.72013997
0.42432822,0.08670560,1.64468372,1.42576730,4.24328225,0.86705600
0.32187296,-0.02338467,1.41950572,0.31225637,3.21872957,-0.23384669
0.18466010,-0.11853571,1.05972564,-0.69876271,1.84660097,-1.18535708
0.04363864,-0.16516438,0.34630847,-1.09577966,0.43638643,-1.65164384
-0.07125043,-0.14643527,-0.34321713,-0.87042958,-0.71250431,-1.46435274
-0.13910124,-0.06698838,-0.90337151,-0.45264107,-1.39101240,-0.66988380
-0.15344792,0.04951009,-1.14008474,0.49119776,-1.53447923,0.49510090
-0.12345070,0.16885324,-1.27950299,1.75070667,-1.23450704,1.68853245
-0.07049183,0.25772233,-0.75120163,2.66925335,-0.70491827,2.57722330
-0.02118552,0.29413992,-0.22923872,3.00029540,-0.21185522,2.94139923
0.00108916,0.27356290,-0.00964636,2.78599262,0.01089162,2.73562901
-0.01645714,0.20888293,-0.13588013,2.07937694,-0.16457141,2.08882932
-0.07205995,0.12475536,-0.76427603,1.38906956,-0.72059949,1.24755365
-0.15007486,0.04856748,-0.83039731,0.63951683,-1.50074860,0.48567480
-0.22609550,0.00134521,-1.15024781,0.08015541,-2.26095496,0.01345207
-0.27491380,-0.00831209,-1.16184914,0.01783456,-2.74913797,-0.08312095
-0.27879646,0.01455069,-1.19159746,0.11634166,-2.78796463,0.14550688
-0.23341609,0.05486631,-1.18305564,0.34584281,-2.33416093,0.54866313
-0.14949104,0.09428981,-1.13272357,1.01957428,-1.49491040,0.94289810
-0.04954276,0.11836003,-0.47507215,1.36542869,-0.49542757,1.18360030
0.03924927,0.12141841,0.44477409,1.23189569,0.39249274,1.21418411
0.09383075,0.10763470,0.94361651,1.07508802,0.93830747,1.07634703
0.10285464,0.08804601,1.03065109,0.87708485,1.02854643,0.88046011
0.07055947,0.07502261,0.69779027,0.87763387,0.70559468,0.75022609
0.01559833,0.07647905,0.28986824,1.15124774,0.15598335,0.76479053
-0.03490708,0.09214289,-0.50482672,1.19958723,-0.34907083,0.92142886
-0.05425075,0.11331411,-0.59097898,1.21071768,-0.54250755,1.13314109
-0.02513156,0.12615615,-0.24506053,1.34765685,-0.25131557,1.26156153
0.05417880,0.11719086,0.54778934,1.13823617,0.54178798,1.17190859
0.16855815,0.07883785,1.33543992,0.72792327,1.68558145,0.78837846
0.29016931,0.01284044,1.32371044,0.54506499,2.90169314,0.12840439
0.38678772,-0.06976361,1.21495032,0.05794898,3.86787718,-0.69763610
0.43172349,-0.15215944,1.09956086,-0.31499279,4.31723487,-1.52159444
0.41218435,-0.21748761,0.97935361,-0.58405077,4.12184346,-2.17487612
0.33338230,-0.25469984,0.91109061,-0.70940435,3.33382298,-2.54699838
0.21702181,-0.26240652,0.77241457,-0.86337990,2.17021814,-2.62406522
0.09459692,-0.24932382,0.46943817,-1.01555467,0.94596925,-2.49323823
-0.00240632,-0.23116082,0.08212102,-1.02926874,-0.02406316,-2.31160819
-0.05229828,-0.22505468,-0.13007601,-0.98955345,-0.52298281,-2.25054684
-0.04984640,-0.24350593,-0.08878157,-1.03264642,-0.49846397,-2.43505927
-0.00767622,-0.28989607,0.10331088,-1.10701227,-0.07676223,-2.89896074
0.04804463,-0.35706449,0.30373228,-1.10905993,0.48044626,-3.57064486
0.08627420,-0.42932409,0.38619271,-1.09946215,0.86274196,-4.29324085
0.08136393,-0.48711942,0.35056499,-1.10607517,0.81363930,-4.87119422
0.02166904,-0.51269627,0.21610507,-1.11349905,0.21669036,-5.12696270
-0.08622385,-0.49493575,-0.00322864,-1.07993937,-0.86223848,-4.94935752
-0.21898487,-0.43194370,-0.35230741,-0.92824125,-2.18984866,-4.31943695
-0.34327767,-0.33087176,-0.72661710,-0.63618088,-3.43277669,-3.30871756
-0.42564500,-0.20542335,-0.99798191,-0.28964815,-4.25645003,-2.05423349
