I_in,Q_in,I_out,Q_out,I_out_actual,Q_out_actual
-0.35332714,0.05689645,-0.83556730,0.14614117,-0.42588780,0.03188580
-0.34325502,0.27540874,-0.75938743,0.42058188,-0.41083153,0.28712553
-0.31862488,0.45677844,-0.60651088,0.66313744,-0.35123932,0.51414122
-0.27883446,0.54720273,-0.50734067,0.75556654,-0.27157820,0.63566399
-0.22562626,0.51838440,-0.49398389,0.72036093,-0.22916623,0.60709042
-0.16340542,0.37591387,-0.53137243,0.56891030,-0.21503918,0.43462993
-0.09862467,0.15718699,-0.58781105,0.33050251,-0.17829870,0.17184442
-0.03825505,-0.08029862,-0.60039485,0.05820716,-0.09157845,-0.09113713
0.01223878,-0.27637249,-0.57444108,-0.17551182,-0.01392765,-0.31240067
0.05070475,-0.38573129,-0.58726549,-0.28727940,0.02771763,-0.44681910
0.07912930,-0.39012852,-0.58127975,-0.25186402,0.06734234,-0.45921716
0.10298134,-0.30167174,-0.56350780,-0.06410534,0.12838334,-0.35829590
0.12908215,-0.15668205,-0.49374789,0.24217241,0.17888043,-0.17595411
0.16259625,-0.00261624,-0.38069519,0.34655747,0.21420926,0.00770248
0.20418116,0.11736086,-0.30552587,0.34676236,0.25939729,0.15232735
0.24843430,0.17708708,-0.22499125,0.35979387,0.31194822,0.22326876
0.28445176,0.17353907,-0.18914665,0.35099849,0.35089450,0.22319930
0.29863456,0.12494529,-0.18868265,0.32614616,0.35659658,0.17407767
0.27906224,0.06216417,-0.22041865,0.32596034,0.32648357,0.11630676
0.22009059,0.01674312,-0.34785944,0.28358549,0.25214388,0.07087839
0.12558343,0.00991236,-0.48266867,0.20157573,0.14628303,0.05889510
0.00948997,0.04611453,-0.58376724,0.21580648,0.00851652,0.09120956
-0.10673176,0.11284807,-0.59714818,0.25241268,-0.12239799,0.15561116
-0.19931087,0.18631427,-0.61849058,0.28041810,-0.22796065,0.22650613
-0.24851694,0.24042468,-0.69132882,0.32580060,-0.28712597,0.29329219
-0.24422328,0.25579083,-0.69843096,0.34597647,-0.28701019,0.31278808
-0.18888639,0.22563208,-0.63625973,0.32545972,-0.23556643,0.26719433
-0.09692061,0.15689199,-0.58612931,0.27561462,-0.14287638,0.18117281
0.00940517,0.06668747,-0.52501714,0.18149523,-0.02138943,0.07592864
0.10628310,-0.02416528,-0.41750520,0.05243224,0.08889612,-0.02039890
0.17489691,-0.09796181,-0.33364257,0.04377522,0.17699872,-0.09695237
0.20610710,-0.14484668,-0.32031006,0.05011524,0.22671617,-0.15027770
0.20186973,-0.16410545,-0.37690765,0.03315934,0.23234036,-0.17864387
0.17309147,-0.16208169,-0.44769597,0.01684228,0.21232420,-0.17095386
0.13483807,-0.14805224,-0.49129075,0.02224448,0.18086202,-0.15864700
0.10068937,-0.13001079,-0.48454645,0.02143546,0.14579587,-0.13959680
0.07825937,-0.11209051,-0.42538089,0.02269603,0.12114877,-0.11959911
0.06739715,-0.09445566,-0.36468068,0.01320638,0.10926432,-0.10314315
0.06154281,-0.07532183,-0.38355100,-0.01789586,0.10144000,-0.07804887
0.05151758,-0.05382632,-0.50145584,-0.03492206,0.08974508,-0.05990259
0.03012507,-0.03214757,-0.61013967,0.01670764,0.05902549,-0.03644098
-0.00433168,-0.01568138,-0.62834680,0.10415086,0.01490871,-0.01874298
-0.04705158,-0.01103080,-0.61423182,0.14126998,-0.03724682,-0.02062123
-0.08866940,-0.02263985,-0.62884176,0.10849869,-0.08582192,-0.03222847
-0.11934475,-0.04963153,-0.66092068,0.05777788,-0.12068502,-0.06796720
-0.13332704,-0.08446936,-0.69256443,0.01032370,-0.13555826,-0.10935920
-0.13206253,-0.11439846,-0.72045851,-0.01507112,-0.13524130,-0.14472025
-0.12441952,-0.12548550,-0.72408760,-0.02301578,-0.12536988,-0.15948699
-0.12370653,-0.10792230,-0.69000566,-0.01305818,-0.12667204,-0.14099138
-0.14243892,-0.06056650,-0.66438913,0.02898955,-0.15519344,-0.08782367
-0.18678010,0.00722091,-0.69184887,0.10117429,-0.20918859,-0.01832817
-0.25285265,0.07750167,-0.76394230,0.17630768,-0.29613878,0.04920149
-0.32654640,0.12913732,-0.83666426,0.26457483,-0.38518848,0.11930474
-0.38722139,0.14494671,-0.86298090,0.28908980,-0.46388241,0.15176365
-0.41425029,0.11815940,-0.89413869,0.24788477,-0.49077518,0.12698042
-0.39420754,0.05575142,-0.91499257,0.16335768,-0.48582976,0.05163728
-0.32613400,-0.02277206,-0.86282635,0.03699273,-0.41278493,-0.05692895
-0.22286418,-0.09102138,-0.80279481,-0.00046122,-0.28319995,-0.15174303
-0.10773145,-0.12407470,-0.80924165,-0.00170201,-0.14740789,-0.18430719
-0.00760592,-0.10677748,-0.79704821,0.03504182,-0.01243154,-0.15474599
0.05542253,-0.03913658,-0.67106187,0.08854052,0.05711063,-0.07049948
0.07083843,0.06312356,-0.53129649,0.21742138,0.06956534,0.05185264
0.04255730,0.17315123,-0.51805544,0.37139952,0.03404401,0.18794482
-0.01321291,0.26124905,-0.57289362,0.43794191,-0.03314364,0.29682124
-0.07437980,0.30411501,-0.59315622,0.46681261,-0.10048119,0.34728404
-0.12134870,0.29197568,-0.58920908,0.42529088,-0.16062358,0.33942439
-0.14430984,0.23127385,-0.59346354,0.33125716,-0.20252718,0.26784333
-0.14669194,0.14210713,-0.61969793,0.23727097,-0.20746285,0.16651148
-0.14339287,0.05140913,-0.67169321,0.14337987,-0.20022951,0.05630232
-0.15430354,-0.01571443,-0.71054459,0.08542836,-0.20594378,-0.02345106
-0.19542415,-0.04353122,-0.75818431,0.02655500,-0.24919000,-0.06642859
-0.27087423,-0.02964170,-0.80089611,0.01548737,-0.33410442,-0.04737442
-0.36892570,0.01577132,-0.87095714,0.11993766,-0.44437687,0.00993202
-0.46386130,0.07483506,-0.90587741,0.20567220,-0.55039723,0.09670348
-0.52341602,0.12902735,-0.94730759,0.23212516,-0.60793662,0.18070315
-0.51950893,0.16571510,-0.94987255,0.24657524,-0.59934377,0.22787300
-0.43865204,0.18186576,-0.89502019,0.25754619,-0.52224289,0.22086099
-0.28833030,0.18376159,-0.77010930,0.27284592,-0.37084539,0.19562715
-0.09685831,0.18308243,-0.63696766,0.34222817,-0.16762648,0.17619452
0.09364813,0.19105978,-0.49412999,0.44615027,0.04650006,0.19732657
0.23921081,0.21305808,-0.30818444,0.49168223,0.22132388,0.23823771
0.30712818,0.24568567,-0.19193278,0.51568478,0.32339440,0.28271998
0.28608357,0.27750293,-0.19960698,0.47907907,0.30904638,0.32795646
0.18988680,0.29299024,-0.35851911,0.45940825,0.19972324,0.36321467
0.05354211,0.27820446,-0.52691954,0.41383824,0.03848302,0.34982619
-0.07717833,0.22595099,-0.62559009,0.37541023,-0.11450219,0.28771475
-0.15936944,0.13853930,-0.69407749,0.26027721,-0.20986474,0.18602523
-0.16553264,0.02715952,-0.71971411,0.11328739,-0.20795828,0.04662865
-0.09112300,-0.09177618,-0.66086221,-0.01301563,-0.11482936,-0.09209640
0.04510867,-0.20184864,-0.57246917,-0.07270622,0.05317268,-0.21405594
0.20781541,-0.29139525,-0.52652061,-0.17333513,0.23932945,-0.32144473
0.35637251,-0.35607830,-0.39790159,-0.31066626,0.38955487,-0.41787704
0.45700631,-0.39845040,-0.28112957,-0.35640895,0.47326511,-0.49578810
0.49185559,-0.42493233,-0.20202155,-0.40217561,0.50196442,-0.53944678
0.46231412,-0.44164005,-0.18351921,-0.46450821,0.47865750,-0.54903077
0.38606204,-0.45091189,-0.28562328,-0.53808022,0.41995478,-0.54162812
0.28934532,-0.45003680,-0.41076109,-0.56861120,0.33196460,-0.51979905
0.19756017,-0.43271762,-0.50066662,-0.53804487,0.25798719,-0.48433565
0.12754761,-0.39261580,-0.55175656,-0.44380680,0.20203951,-0.44162003
0.08412985,-0.32740348,-0.53847331,-0.33413577,0.15940818,-0.36623141
0.06168684,-0.24147766,-0.50393409,-0.20799616,0.14140255,-0.26630847
0.04963855,-0.14599497,-0.49324143,-0.12127262,0.12535900,-0.16551882
0.03927768,-0.05597389,-0.54901290,-0.04344010,0.10518062,-0.07201709
0.02899582,0.01454568,-0.60289031,0.04594892,0.07524452,0.00490118
0.02568762,0.05740761,-0.56786352,0.11337882,0.05949964,0.05606173
0.04170224,0.07327840,-0.47043273,0.14278451,0.07207750,0.08248304
0.08853383,0.07126806,-0.34420168,0.12936264,0.11562805,0.08608183
0.16981373,0.06515827,-0.26632753,0.10379681,0.19885980,0.09499953
0.27656658,0.06754995,-0.27973250,0.12506822,0.32002501,0.10429570
0.38696091,0.08418536,-0.22779560,0.15383917,0.45306383,0.11400496
0.47117486,0.11079319,-0.17094059,0.21577603,0.55511590,0.12140375
0.50009045,0.13396132,-0.13396719,0.28803599,0.58823545,0.13479806
0.45501609,0.13603844,-0.11953807,0.35193095,0.53524883,0.15229257
0.33507772,0.10245529,-0.15797676,0.32944167,0.38815837,0.14246230
0.15953679,0.02876467,-0.33393270,0.15671670,0.18296888,0.08071096
-0.03610266,-0.07541595,-0.60852832,-0.06463042,-0.03039845,-0.05647730
-0.20928592,-0.18740806,-0.77340090,-0.20307980,-0.21960557,-0.20878111
-0.32219156,-0.27752530,-0.88717520,-0.25949043,-0.37149643,-0.31055292
-0.35247564,-0.31837632,-0.90898067,-0.31458220,-0.42345349,-0.35357892
-0.29960952,-0.29426732,-0.85840690,-0.32354149,-0.36126215,-0.34890661
-0.18481372,-0.20729928,-0.69999427,-0.23105919,-0.20399975,-0.27638192
-0.04460705,-0.07775087,-0.64365661,-0.04537150,-0.03260884,-0.12927404
0.08001304,0.06172084,-0.59631062,0.20932551,0.09337270,0.04198100
0.15541604,0.17631463,-0.47259545,0.36701268,0.16889647,0.17939907
0.16462640,0.24032331,-0.39378193,0.42840457,0.17761334,0.26578971
0.11136189,0.24543731,-0.38569963,0.43292561,0.11824177,0.28346619
0.01783270,0.20307988,-0.48422292,0.36311069,0.00725099,0.24072684
-0.08275028,0.13978599,-0.62921101,0.26742184,-0.11786962,0.16371959
-0.15645960,0.08712019,-0.71964467,0.20257127,-0.19687614,0.09985912
-0.17853553,0.06966003,-0.72807658,0.19761306,-0.22539853,0.07131440
-0.14000688,0.09539291,-0.67520082,0.23456818,-0.18375862,0.09399587
-0.04936283,0.15214170,-0.53307509,0.31592113,-0.08274261,0.15794095
0.07081258,0.21155856,-0.38079193,0.39323843,0.05582487,0.23306519
0.19084795,0.23951373,-0.28660786,0.37124437,0.19199053,0.27396756
0.28231802,0.20931821,-0.20989709,0.28806794,0.31026475,0.24720690
0.32525728,0.11303329,-0.21331093,0.19074404,0.36315387,0.14682588
0.31242106,-0.03339391,-0.27139461,0.05517944,0.35052304,-0.00658822
0.24983675,-0.19338780,-0.33808109,-0.16247161,0.29123851,-0.17749102
0.15403078,-0.32069574,-0.43279719,-0.40113088,0.19115924,-0.33135266
0.04716266,-0.37455685,-0.53141880,-0.53041118,0.06469704,-0.40295103
-0.04836881,-0.33396715,-0.64978486,-0.49452019,-0.02821787,-0.36180670
-0.11447156,-0.20602866,-0.67081225,-0.30205005,-0.09357946,-0.23041775
-0.14023125,-0.02524394,-0.65176010,0.01087326,-0.13203688,-0.03676764
-0.12292644,0.15635531,-0.56716073,0.28112942,-0.13162382,0.15554180
-0.06751079,0.28520978,-0.46328184,0.43134347,-0.07626530,0.30250740
0.01489329,0.32315765,-0.36592209,0.50695884,0.00967166,0.35986195
0.10900143,0.25965713,-0.31466725,0.40663981,0.11135313,0.29955916
0.19760007,0.11518631,-0.25594848,0.22715253,0.20400327,0.14524280
0.26393290,-0.06536487,-0.26036477,0.04187102,0.29070142,-0.04799584
0.29422516,-0.22713121,-0.24072598,-0.21617147,0.33624330,-0.23661076
0.28020284,-0.32272322,-0.22521871,-0.35606128,0.32506285,-0.35875836
0.22122553,-0.32688516,-0.24371496,-0.38658920,0.26481665,-0.35956066
0.12544889,-0.24354659,-0.32336825,-0.27657011,0.17705204,-0.26040109
0.00941561,-0.10308856,-0.44323167,-0.07832534,0.04864461,-0.10208745
-0.10427399,0.04899601,-0.57581645,0.22167784,-0.08802968,0.05455438
-0.19107319,0.16795438,-0.63190973,0.35328653,-0.20312723,0.17191535
-0.22966414,0.22458547,-0.69309843,0.41357833,-0.26126221,0.24078376
-0.20701554,0.21394793,-0.64178145,0.39134723,-0.24751704,0.23054044
-0.12198406,0.15515227,-0.53633815,0.34797937,-0.16387949,0.15704304
0.01363193,0.08262580,-0.41311923,0.20961709,-0.01144140,0.07664857
0.17706451,0.03225363,-0.25390846,0.01576861,0.17290117,0.03497610
0.33924340,0.02756092,-0.07495168,-0.02312286,0.36695037,0.04350455
0.47106908,0.07099484,0.12366995,0.03298877,0.53297330,0.07640243
0.54973448,0.14344186,0.21522850,0.08452122,0.63303711,0.13023490
0.56351030,0.21207430,0.19149798,0.13317966,0.66604896,0.19300674
0.51383142,0.24355666,0.11153343,0.18138950,0.62166310,0.24132938
0.41426224,0.21765776,0.04086977,0.24653891,0.51412331,0.25793377
0.28674902,0.13612803,-0.05502506,0.27690342,0.35133097,0.19895513
0.15624229,0.02338493,-0.13693182,0.19764397,0.18610388,0.09224368
0.04510722,-0.08148861,-0.22741508,0.03986552,0.06485548,-0.03769620
-0.03133194,-0.13874350,-0.32071161,-0.05894542,-0.01342942,-0.12811278
-0.06718651,-0.12300514,-0.40064779,-0.08298211,-0.05713648,-0.12588120
-0.06602009,-0.03387257,-0.43529281,0.02117916,-0.06182919,-0.03080683
-0.03877921,0.10198022,-0.38706759,0.27830130,-0.04111710,0.10993977
-0.00037422,0.23835379,-0.32801479,0.45494568,-0.01433414,0.26501316
0.03415973,0.32449762,-0.24973732,0.55143100,0.02628250,0.37961273
0.05304844,0.32260549,-0.21951929,0.52401584,0.04803030,0.38398742
0.05007336,0.22189529,-0.25251693,0.39349371,0.03168968,0.27075643
0.02545058,0.04432772,-0.31301260,0.17775714,0.01014098,0.06346732
-0.01472733,-0.16028179,-0.40113693,-0.09638622,-0.02076745,-0.16078860
-0.06026657,-0.32850028,-0.47451264,-0.24422935,-0.06833826,-0.36709466
-0.09947365,-0.40247927,-0.51384187,-0.33799392,-0.12832731,-0.46195237
-0.12207987,-0.34804196,-0.46730620,-0.30669656,-0.14123572,-0.41594586
-0.12192244,-0.16587921,-0.43675685,-0.14624485,-0.11430156,-0.21952435
-0.09881063,0.10772629,-0.43973553,0.22355068,-0.09102287,0.08257905
-0.05909155,0.41087835,-0.28477192,0.65880358,-0.05643135,0.42745599
-0.01463526,0.67358886,-0.20593981,0.88176757,0.06840564,0.73126697
0.01971256,0.83736170,-0.16637531,0.92858034,0.20366854,0.87153141
0.02976230,0.87084066,-0.16824764,0.89634442,0.24766209,0.88214711
0.00587861,0.77693130,-0.19084096,0.86121720,0.16302626,0.82134581
-0.05388143,0.58962921,-0.24217521,0.79393262,-0.01386728,0.67839680
-0.14235654,0.36206163,-0.37240028,0.61493337,-0.19563158,0.45107228
-0.24419367,0.14990224,-0.55790895,0.35567731,-0.34240253,0.21655597
-0.33907107,-0.00447945,-0.65335548,0.14892244,-0.44921005,0.03084240
-0.40652844,-0.08234046,-0.73162746,0.05172080,-0.52082729,-0.06030240
-0.43115008,-0.09062784,-0.75509882,0.05076748,-0.53395700,-0.07331566
-0.40663734,-0.05585891,-0.74378514,0.09168512,-0.49553340,-0.05651371
-0.33754381,-0.01249112,-0.68066126,0.12014198,-0.41102795,-0.03895914
-0.23809310,0.00998852,-0.57052982,0.13119793,-0.29499145,-0.02906509
-0.12837038,-0.00305349,-0.44466820,0.16081917,-0.16214306,-0.04624172
-0.02899708,-0.04752471,-0.28307667,0.13705426,-0.04604475,-0.08767091
0.04411397,-0.10353204,-0.16464192,0.07203895,0.04132032,-0.14095693
0.08335065,-0.14360786,-0.16795845,0.02477634,0.09077249,-0.17652634
0.09031472,-0.14312361,-0.20239177,-0.00125578,0.10450810,-0.17183948
0.07392526,-0.08930460,-0.19481777,0.01633170,0.09080068,-0.10491970
0.04652175,0.01400659,-0.18410055,0.17179663,0.05775020,0.01634618
0.01943005,0.14709563,-0.17434651,0.33859009,0.02382209,0.16931945
-0.00041527,0.28002971,-0.19367357,0.45868021,-0.00005341,0.32263881
-0.01164777,0.38112667,-0.19615194,0.61912751,0.00370146,0.44635290
-0.01717265,0.42547438,-0.18958788,0.70515001,0.00711815,0.50081879
-0.02109998,0.40100813,-0.19031574,0.69206160,-0.00449724,0.48750563
-0.02532460,0.31067619,-0.22612321,0.56695437,-0.03452136,0.38814742
-0.02733800,0.17056958,-0.23026565,0.41256207,-0.06235599,0.22461027
-0.02039472,0.00508091,-0.16136758,0.20762074,-0.04973519,0.03529279
0.00378621,-0.15917427,-0.09183133,-0.04029533,-0.01053058,-0.15577593
0.05068591,-0.29892434,-0.15854008,-0.23578784,0.05344544,-0.31388157
0.11872097,-0.39807137,-0.19294930,-0.37272245,0.12478443,-0.43614059
0.19694792,-0.44933683,-0.14467026,-0.44259956,0.20368239,-0.51284968
0.26609405,-0.45398439,-0.07981217,-0.43920535,0.28119498,-0.53317412
0.30314313,-0.42028066,-0.01337974,-0.38334373,0.33624013,-0.49907220
0.28836561,-0.36137945,-0.01031625,-0.30284166,0.34176288,-0.43206307
0.21261651,-0.29306642,-0.09569661,-0.18815830,0.28036334,-0.34057606
0.08234902,-0.23148581,-0.20074359,-0.08485577,0.14767515,-0.26221090
-0.07969993,-0.19079205,-0.35141665,-0.06434368,-0.03115125,-0.22218059
-0.23891442,-0.18073094,-0.52682185,-0.06043050,-0.22712443,-0.22387359
-0.35740024,-0.20441690,-0.65170264,-0.13214195,-0.37677759,-0.25109671
-0.40440796,-0.25687224,-0.70331562,-0.20872159,-0.45912054,-0.30128744
-0.36542751,-0.32502492,-0.66680241,-0.25223756,-0.43100533,-0.37652302
-0.24703357,-0.38967596,-0.55776101,-0.31293461,-0.29546988,-0.46715996
-0.07577302,-0.42943516,-0.40923500,-0.42100921,-0.09525036,-0.52967065
0.10878651,-0.42593267,-0.20027135,-0.41206032,0.10710145,-0.54153187
0.26487264,-0.36900318,-0.02984081,-0.32828233,0.30206888,-0.48267781
0.35994946,-0.26027831,0.11386999,-0.16428679,0.42658422,-0.35723510
0.37930444,-0.11387842,0.18387727,0.05932156,0.46915278,-0.17015022
0.32918524,0.04634704,0.13782699,0.24455360,0.41840159,0.04654240
0.23362148,0.19253386,0.05459954,0.37300760,0.30161024,0.23051041
0.12607816,0.29997981,-0.07668487,0.50301254,0.16852148,0.35838941
0.03871641,0.35370643,-0.16242087,0.57418334,0.05089565,0.42348974
-0.00725664,0.35238967,-0.18437704,0.53572899,-0.00841347,0.42834089
-0.00711296,0.30837597,-0.16172117,0.44724464,-0.03219261,0.37261094
0.02759343,0.24369200,-0.13986662,0.33819240,-0.00761050,0.28913215
0.07460273,0.18322532,-0.13151222,0.28825691,0.03663246,0.22343101
0.10978113,0.14717479,-0.11928740,0.29312953,0.08014844,0.19335502
0.11605945,0.14512499,-0.09538567,0.33788741,0.09768788,0.18820798
0.08939646,0.17358829,-0.11034729,0.37787411,0.06801741,0.22346455
0.03980026,0.21774221,-0.16007656,0.40368715,0.01166813,0.27404052
-0.01279500,0.25673479,-0.22538865,0.42808032,-0.04874413,0.31855805
-0.04620459,0.27078709,-0.25299042,0.44623417,-0.08152221,0.33626718
-0.04442127,0.24776944,-0.24416146,0.42458549,-0.08747016,0.31513097
-0.00378406,0.18714351,-0.19014759,0.33738208,-0.04977446,0.24129933
0.06528392,0.10006555,-0.08914775,0.22905517,0.03192384,0.13607104
0.14155637,0.00572361,0.01895048,0.10138245,0.12820930,0.02807663
0.20012412,-0.07479710,-0.01080476,0.03779860,0.20593677,-0.06140605
0.22084343,-0.12506538,-0.09549335,0.01426680,0.24438553,-0.12119170
0.19515977,-0.13815336,-0.17577100,0.03149687,0.23214558,-0.14082014
0.12894684,-0.11829868,-0.22012135,0.03343475,0.16589201,-0.11549571
0.04040622,-0.07898682,-0.24417277,0.03202662,0.07223905,-0.08483550
-0.04620657,-0.03823531,-0.31899101,0.05026585,-0.02614133,-0.04112350
-0.10882834,-0.01272411,-0.39551368,0.03999978,-0.10037359,-0.01853626
-0.13494888,-0.01270075,-0.46135211,0.02423519,-0.13261953,-0.02132383
-0.12556542,-0.03922986,-0.48587096,0.01236468,-0.12179546,-0.05258931
-0.09441088,-0.08451121,-0.45282093,-0.05574968,-0.08780172,-0.11043764
-0.06277391,-0.13496407,-0.37810969,-0.14434600,-0.05247797,-0.16375599
-0.05173461,-0.17591708,-0.33912683,-0.21160419,-0.03576852,-0.21018098
-0.07449993,-0.19631959,-0.36359093,-0.24744362,-0.06266336,-0.24530373
-0.13145663,-0.19200599,-0.44363093,-0.23317060,-0.12449409,-0.24456233
-0.20960637,-0.16661645,-0.53085649,-0.17505130,-0.21182312,-0.21798326
-0.28655138,-0.13007972,-0.59776258,-0.15052068,-0.30680638,-0.18062397
-0.33767656,-0.09531582,-0.66050214,-0.14451474,-0.37454451,-0.13902600
-0.34413927,-0.07428449,-0.69001687,-0.13331902,-0.39166093,-0.11781375
-0.29906278,-0.07457400,-0.60889256,-0.14860833,-0.33825733,-0.12685463
-0.20997956,-0.09742621,-0.52033150,-0.13919169,-0.23490172,-0.15614822
-0.09683808,-0.13757450,-0.40374136,-0.18092339,-0.10711132,-0.20101317
0.01367280,-0.18472868,-0.30134982,-0.25027007,0.02125338,-0.24715187
0.09559821,-0.22614686,-0.24457286,-0.26947978,0.11955930,-0.29122241
0.13064394,-0.24957627,-0.20144071,-0.29200548,0.16191544,-0.31223857
0.11252825,-0.24591213,-0.19895887,-0.28715232,0.14591907,-0.30437013
0.04767856,-0.21112795,-0.25991699,-0.24378030,0.08170515,-0.25499270
-0.04758692,-0.14725964,-0.38887313,-0.20199645,-0.02128672,-0.17582906
-0.15218201,-0.06239387,-0.52042961,-0.08961543,-0.14245853,-0.08692762
-0.24589257,0.03030488,-0.57333392,0.00612545,-0.26543188,0.00910233
-0.31381165,0.11445753,-0.66074896,0.11155838,-0.35995357,0.11134382
-0.34847404,0.17309671,-0.70381618,0.16358048,-0.40438047,0.18833065
-0.34951123,0.19180231,-0.69052345,0.19378559,-0.41066116,0.21647802
-0.32150712,0.16189760,-0.65309864,0.17515337,-0.39276372,0.17444483
-0.27123708,0.08306224,-0.59675539,0.07029956,-0.34751430,0.06777997
-0.20547354,-0.03537010,-0.53905475,-0.09161735,-0.26646434,-0.07709363
-0.13009038,-0.17504112,-0.47982621,-0.28662756,-0.17469855,-0.22409081
-0.05050918,-0.31136955,-0.41245043,-0.43155620,-0.07695667,-0.37863893
0.02710664,-0.41821399,-0.41660541,-0.55449271,-0.00194689,-0.49906345
0.09483982,-0.47349247,-0.38617039,-0.58093399,0.07423955,-0.56103433
0.14303067,-0.46442392,-0.32854694,-0.57581258,0.13779219,-0.55700152
0.16169091,-0.39096967,-0.30397314,-0.50740188,0.18426015,-0.47193438
0.14305470,-0.26639417,-0.27980596,-0.35840693,0.19596449,-0.31820932
0.08443710,-0.11457928,-0.18063071,-0.18969862,0.13927455,-0.13583070
-0.00968791,0.03537598,-0.21299323,-0.01916313,0.01966853,0.03198545
-0.12732147,0.15593110,-0.41220951,0.09580684,-0.13438595,0.15689807
-0.25069468,0.22746663,-0.64914006,0.20976406,-0.28311758,0.24494006
-0.35984782,0.24251744,-0.79074031,0.25845081,-0.41114695,0.27577580
-0.43710324,0.20675692,-0.86152691,0.21679085,-0.50296800,0.25065665
-0.47116167,0.13655823,-0.90311110,0.09417164,-0.54811655,0.18225276
-0.45962784,0.05395918,-0.89740425,-0.04000175,-0.55029281,0.08544364
-0.40923596,-0.01940737,-0.83237672,-0.14758462,-0.50180866,-0.02012318
-0.33373950,-0.06762191,-0.71523470,-0.22491938,-0.42204004,-0.10125211
-0.25011913,-0.08356804,-0.64317822,-0.23528025,-0.31719973,-0.13145976
-0.17422674,-0.06913270,-0.59764791,-0.20375729,-0.22306792,-0.11472297
-0.11708340,-0.03281005,-0.54014140,-0.15062821,-0.14817009,-0.07131840
-0.08277750,0.01418747,-0.46287781,-0.08171791,-0.11464682,-0.01660836
-0.06837816,0.06181982,-0.43031675,-0.01077694,-0.10250680,0.04442548
-0.06567726,0.10377390,-0.45016229,0.05104094,-0.10232005,0.09858234
-0.06409409,0.13796273,-0.46776292,0.09805495,-0.10477367,0.14547079
-0.05385258,0.16509241,-0.46151501,0.13523757,-0.10346375,0.17324920
-0.02860382,0.18617120,-0.42000365,0.14182258,-0.07369469,0.20314104
0.01304915,0.20021634,-0.34510952,0.16224390,-0.02684682,0.22191262
0.06729240,0.20328828,-0.26804981,0.19834328,0.03552773,0.23261259
0.12594667,0.18940237,-0.23577450,0.16803098,0.10174419,0.22046446
0.17806589,0.15305824,-0.24702950,0.09339386,0.17257141,0.19209685
0.21190606,0.09240019,-0.27547503,0.01849121,0.22147653,0.13359714
0.21696118,0.01166385,-0.29206446,-0.06069416,0.24258726,0.05333537
0.18586873,-0.07827299,-0.31189233,-0.17374767,0.22079206,-0.04295353
0.11604169,-0.16177541,-0.36738700,-0.29818907,0.15334616,-0.14135940
0.01085792,-0.22241346,-0.43875772,-0.43899143,0.03454332,-0.22408962
-0.11983797,-0.24781574,-0.53610647,-0.49523923,-0.11408718,-0.26009519
-0.26021524,-0.23378549,-0.66675150,-0.49766099,-0.27291815,-0.25840563
-0.39015610,-0.18617627,-0.74647123,-0.49579173,-0.43746678,-0.20624186
-0.48819609,-0.11970202,-0.89415747,-0.39591739,-0.56206292,-0.11402872
-0.53538613,-0.05386927,-0.96529955,-0.30329156,-0.61253323,-0.03800599
-0.51938200,-0.00722082,-0.94499701,-0.20393731,-0.59863160,0.00747898
-0.43780039,0.00828305,-0.86053693,-0.14439774,-0.51729423,-0.00292717
-0.29985576,-0.00911280,-0.70449579,-0.19105402,-0.36540662,-0.05517376
-0.12557485,-0.05058680,-0.58981812,-0.21558142,-0.15793821,-0.11484893
0.05755580,-0.09982231,-0.42552716,-0.23764905,0.05192334,-0.14496330
0.21995977,-0.13859108,-0.29437691,-0.18930335,0.24976190,-0.17134064
0.33618299,-0.15302592,-0.22714430,-0.23522402,0.38485863,-0.19152879
0.39042585,-0.13850065,-0.20758963,-0.23823687,0.45524458,-0.18212331
0.37994114,-0.10146257,-0.22470610,-0.20362949,0.45243224,-0.12679483
0.31534357,-0.05755442,-0.26494110,-0.11308939,0.38834510,-0.05519441
0.21768496,-0.02659290,-0.31275445,-0.09039918,0.27824970,0.00137204
0.11303495,-0.02602923,-0.35588548,-0.12022775,0.16260461,-0.00233710
0.02600647,-0.06504404,-0.42338115,-0.20461293,0.05879660,-0.05696580
-0.02604243,-0.14124290,-0.51188970,-0.31643364,-0.00037920,-0.14780019
-0.03660835,-0.24107364,-0.53948498,-0.40327901,-0.01228204,-0.26812781
-0.01057644,-0.34386063,-0.51637459,-0.50007343,0.01322709,-0.39495742
0.03827932,-0.42814996,-0.51186156,-0.60744482,0.05029718,-0.49332045
0.09192804,-0.47828459,-0.48345912,-0.68858361,0.09416381,-0.55617127
0.13337301,-0.48904087,-0.43579301,-0.72439402,0.13106896,-0.57445725
0.15102603,-0.46679068,-0.38495585,-0.69328547,0.16183771,-0.55202259
0.14097325,-0.42680142,-0.37787047,-0.61795354,0.17340367,-0.50168327
0.10667720,-0.38757014,-0.40018588,-0.55441487,0.15446672,-0.45380417
0.05650087,-0.36408544,-0.45538744,-0.52240008,0.10598333,-0.42742991
0.00010956,-0.36228779,-0.51784605,-0.53550065,0.04070228,-0.42426645
-0.05490722,-0.37662769,-0.57082355,-0.56572843,-0.02784456,-0.44402663
-0.10503067,-0.39161754,-0.62591016,-0.58533072,-0.09345582,-0.46799553
-0.15083034,-0.38696116,-0.67577624,-0.55650383,-0.15401352,-0.46995983
